캠페인ID,캠페인명,시작일,종료일,채널,캠페인유형,타깃세그먼트,노출수,클릭수,전환수,집행비용,매출기여,브랜드,담당자
MKT-2602-1214,02월_무신사_틱톡_퍼포먼스_1214,2026-02-19,2026-02-28,틱톡,퍼포먼스,2030여성,288895,8144,285,4282578,17882724,무신사,최유진
MKT-2602-0541,02월_무신사_틱톡_브랜딩_541,2026-02-06,2026-02-14,틱톡,브랜딩,MZ남성,3885227,39064,262,20918845,54812449,무신사,정하늘
MKT-2602-2253,02월_29CM_앱푸시_CRM_2253,2026-02-16,2026-02-23,앱푸시,CRM,2030여성,5387628,420038,48333,17357136,156362641,29CM,송민아
MKT-2602-1145,02월_29CM_CRM_퍼포먼스_1145,2026-02-18,2026-02-28,CRM,퍼포먼스,브랜드관심,216388,5682,232,2779845,14239817,29CM,정하늘
MKT-2602-0570,02월_무신사_틱톡_브랜딩_570,2026-02-01,2026-02-10,틱톡,브랜딩,이탈방지,1419747,8816,69,10339491,25372842,무신사,박서연
MKT-2602-0052,02월_무신사_인스타그램_브랜딩_52,2026-02-12,2026-02-23,인스타그램,브랜딩,이탈방지,1401882,13873,192,12829805,28413649,무신사,한도경
MKT-2602-0997,02월_29CM_앱푸시_퍼포먼스_997,2026-02-10,2026-02-17,앱푸시,퍼포먼스,MZ남성,4541290,120408,5351,29460299,133032370,29CM,최유진
MKT-2602-2014,02월_무신사_유튜브_CRM_2014,2026-02-07,2026-02-10,유튜브,CRM,이탈방지,1227048,101270,10858,16488364,109881710,무신사,최유진
MKT-2602-0633,02월_무신사_인스타그램_퍼포먼스_633,2026-02-21,2026-02-27,인스타그램,퍼포먼스,신규유입,2245643,64892,2700,22237898,116045709,무신사,김지현
MKT-2602-2443,02월_29CM_틱톡_CRM_2443,2026-02-20,2026-02-25,틱톡,CRM,신규유입,1346722,55340,6050,15767063,157128819,29CM,정하늘
MKT-2602-1889,02월_무신사_인스타그램_CRM_1889,2026-02-02,2026-02-08,인스타그램,CRM,브랜드관심,4424103,294616,18511,20200015,139155956,무신사,김지현
MKT-2602-1733,02월_무신사_CRM_리타겟팅_1733,2026-02-05,2026-02-17,CRM,리타겟팅,이탈방지,1791313,85113,7329,21371317,259351704,무신사,송민아
MKT-2602-2199,02월_무신사_카카오_CRM_2199,2026-02-21,2026-02-28,카카오,CRM,VIP,2124238,182388,17233,21370530,111822505,무신사,김지현
MKT-2602-1962,02월_무신사_유튜브_CRM_1962,2026-02-20,2026-02-25,유튜브,CRM,이탈방지,603736,31929,2946,7957175,72029548,무신사,한도경
MKT-2602-0769,02월_29CM_유튜브_퍼포먼스_769,2026-02-13,2026-02-27,유튜브,퍼포먼스,2030여성,1881601,44570,1984,13902252,79466480,29CM,이준혁
MKT-2602-1591,02월_29CM_카카오_리타겟팅_1591,2026-02-07,2026-02-19,카카오,리타겟팅,VIP,409489,27502,2079,4275082,42835931,29CM,박서연
MKT-2602-1599,02월_29CM_카카오_리타겟팅_1599,2026-02-06,2026-02-10,카카오,리타겟팅,VIP,233960,12540,899,1132862,14916417,29CM,정하늘
MKT-2602-0851,02월_29CM_네이버_퍼포먼스_851,2026-02-09,2026-02-11,네이버,퍼포먼스,VIP,2891654,66107,1454,27783596,151030893,29CM,송민아
MKT-2602-1277,02월_무신사_인스타그램_리타겟팅_1277,2026-02-05,2026-02-07,인스타그램,리타겟팅,브랜드관심,1641625,88380,7142,13672868,110004602,무신사,윤세영
MKT-2602-1957,02월_무신사_인스타그램_CRM_1957,2026-02-10,2026-02-15,인스타그램,CRM,MZ남성,2028364,150884,10685,26466835,238559792,무신사,정하늘
MKT-2602-1417,02월_무신사_유튜브_리타겟팅_1417,2026-02-10,2026-02-24,유튜브,리타겟팅,VIP,888430,29817,2139,10928456,97319083,무신사,이준혁
MKT-2602-1370,02월_무신사_유튜브_리타겟팅_1370,2026-02-16,2026-02-28,유튜브,리타겟팅,브랜드관심,1733048,96268,6487,11466376,114772207,무신사,한도경
MKT-2602-0635,02월_29CM_인스타그램_퍼포먼스_635,2026-02-19,2026-02-28,인스타그램,퍼포먼스,VIP,2162144,61206,2637,18363180,86735088,29CM,이준혁
MKT-2602-0899,02월_29CM_카카오_퍼포먼스_899,2026-02-21,2026-02-24,카카오,퍼포먼스,브랜드관심,65865,1237,33,570036,3152720,29CM,윤세영
MKT-2602-0797,02월_무신사_네이버_퍼포먼스_797,2026-02-04,2026-02-05,네이버,퍼포먼스,브랜드관심,342566,11128,289,4081251,19225226,무신사,정하늘
MKT-2602-0155,02월_29CM_유튜브_브랜딩_155,2026-02-03,2026-02-08,유튜브,브랜딩,MZ남성,1852169,10708,83,17706410,32608344,29CM,박서연
MKT-2602-2220,02월_29CM_카카오_CRM_2220,2026-02-12,2026-02-25,카카오,CRM,이탈방지,816230,63419,6261,7718638,47096784,29CM,박서연
MKT-2602-0119,02월_무신사_유튜브_브랜딩_119,2026-02-04,2026-02-12,유튜브,브랜딩,브랜드관심,836923,6038,31,6975698,13405210,무신사,윤세영
MKT-2602-0956,02월_29CM_카카오_퍼포먼스_956,2026-02-21,2026-02-28,카카오,퍼포먼스,신규유입,128019,2364,96,613106,3255016,29CM,윤세영
MKT-2602-2135,02월_29CM_네이버_CRM_2135,2026-02-10,2026-02-20,네이버,CRM,신규유입,2102028,110627,19214,21447432,121695074,29CM,박서연
MKT-2602-0982,02월_무신사_앱푸시_퍼포먼스_982,2026-02-12,2026-02-18,앱푸시,퍼포먼스,2030여성,348113,8730,250,4364046,16916848,무신사,박서연
MKT-2602-0506,02월_무신사_CRM_브랜딩_506,2026-02-17,2026-02-19,CRM,브랜딩,브랜드관심,3067660,20152,161,27053080,49913145,무신사,최유진
MKT-2602-1464,02월_무신사_네이버_리타겟팅_1464,2026-02-15,2026-02-20,네이버,리타겟팅,신규유입,675766,39862,2590,8228292,73956073,무신사,정하늘
MKT-2602-1185,02월_무신사_틱톡_퍼포먼스_1185,2026-02-14,2026-02-22,틱톡,퍼포먼스,VIP,919644,22339,436,11468087,61600931,무신사,윤세영
MKT-2602-1119,02월_29CM_CRM_퍼포먼스_1119,2026-02-04,2026-02-14,CRM,퍼포먼스,신규유입,3342461,73062,3088,15481752,71022005,29CM,최유진
MKT-2602-0560,02월_무신사_틱톡_브랜딩_560,2026-02-14,2026-02-24,틱톡,브랜딩,이탈방지,405506,5691,79,2904403,4473780,무신사,이준혁
MKT-2602-0438,02월_29CM_앱푸시_브랜딩_438,2026-02-12,2026-02-22,앱푸시,브랜딩,MZ남성,6259788,35502,329,29136077,60142029,29CM,박서연
MKT-2602-0473,02월_29CM_CRM_브랜딩_473,2026-02-09,2026-02-13,CRM,브랜딩,2030여성,741675,6146,79,10333639,30651765,29CM,송민아
MKT-2602-1533,02월_무신사_카카오_리타겟팅_1533,2026-02-19,2026-02-21,카카오,리타겟팅,MZ남성,2610439,144595,8174,16965015,187637859,무신사,김지현
MKT-2602-1348,02월_무신사_유튜브_리타겟팅_1348,2026-02-15,2026-02-24,유튜브,리타겟팅,VIP,5271088,280304,13437,27506403,246446781,무신사,이준혁
MKT-2602-0443,02월_무신사_CRM_브랜딩_443,2026-02-02,2026-02-06,CRM,브랜딩,MZ남성,1915246,26896,323,27533533,72918744,무신사,윤세영
MKT-2602-1005,02월_29CM_앱푸시_퍼포먼스_1005,2026-02-06,2026-02-10,앱푸시,퍼포먼스,2030여성,8262444,141576,6138,27702148,92415581,29CM,김지현
MKT-2602-0703,02월_무신사_인스타그램_퍼포먼스_703,2026-02-17,2026-02-22,인스타그램,퍼포먼스,MZ남성,5585739,146025,5911,20839335,68487869,무신사,김지현
MKT-2602-0616,02월_29CM_틱톡_브랜딩_616,2026-02-15,2026-02-21,틱톡,브랜딩,VIP,1442974,12009,69,18572084,34315717,29CM,정하늘
MKT-2602-2058,02월_무신사_네이버_CRM_2058,2026-02-19,2026-02-28,네이버,CRM,이탈방지,1599806,94492,8305,11353477,81395012,무신사,송민아
MKT-2602-0207,02월_29CM_네이버_브랜딩_207,2026-02-14,2026-02-27,네이버,브랜딩,2030여성,1854829,13560,139,24915952,67180904,29CM,정하늘
MKT-2602-0071,02월_무신사_인스타그램_브랜딩_71,2026-02-20,2026-02-24,인스타그램,브랜딩,신규유입,6355696,62469,420,25640802,44473231,무신사,박서연
MKT-2602-0805,02월_29CM_네이버_퍼포먼스_805,2026-02-08,2026-02-16,네이버,퍼포먼스,MZ남성,1759771,43210,855,19954088,93578525,29CM,이준혁
MKT-2602-2102,02월_무신사_네이버_CRM_2102,2026-02-01,2026-02-08,네이버,CRM,VIP,4596141,369120,31150,20114128,113293535,무신사,박서연
MKT-2602-1853,02월_무신사_틱톡_리타겟팅_1853,2026-02-10,2026-02-24,틱톡,리타겟팅,신규유입,2670583,90910,5996,14995729,142915423,무신사,최유진
MKT-2602-2324,02월_29CM_CRM_CRM_2324,2026-02-19,2026-02-23,CRM,CRM,MZ남성,3387044,139004,14548,24190047,130806162,29CM,박서연
MKT-2602-2187,02월_29CM_카카오_CRM_2187,2026-02-08,2026-02-09,카카오,CRM,이탈방지,1023678,53041,8069,3338038,24021772,29CM,한도경
MKT-2602-0735,02월_29CM_유튜브_퍼포먼스_735,2026-02-13,2026-02-16,유튜브,퍼포먼스,신규유입,2245274,51901,2413,12342747,54082765,29CM,송민아
MKT-2602-1334,02월_무신사_유튜브_리타겟팅_1334,2026-02-02,2026-02-11,유튜브,리타겟팅,2030여성,2325832,136731,12063,20872046,284871712,무신사,한도경
MKT-2602-1388,02월_무신사_유튜브_리타겟팅_1388,2026-02-05,2026-02-14,유튜브,리타겟팅,MZ남성,193967,10471,947,2785102,37822083,무신사,박서연
MKT-2602-0090,02월_무신사_유튜브_브랜딩_90,2026-02-11,2026-02-20,유튜브,브랜딩,신규유입,2277480,21734,140,28110020,60114351,무신사,박서연
MKT-2602-1544,02월_무신사_카카오_리타겟팅_1544,2026-02-08,2026-02-12,카카오,리타겟팅,이탈방지,320947,14376,994,3747433,54363949,무신사,박서연
MKT-2602-2072,02월_무신사_네이버_CRM_2072,2026-02-21,2026-02-26,네이버,CRM,신규유입,2311407,147594,9042,13004988,89787557,무신사,한도경
MKT-2602-0089,02월_29CM_유튜브_브랜딩_89,2026-02-10,2026-02-15,유튜브,브랜딩,2030여성,2405329,28200,342,27849520,63482980,29CM,박서연
MKT-2602-2070,02월_29CM_네이버_CRM_2070,2026-02-16,2026-02-28,네이버,CRM,이탈방지,2575703,131576,16472,27570360,229295144,29CM,윤세영
MKT-2602-0417,02월_29CM_앱푸시_브랜딩_417,2026-02-02,2026-02-15,앱푸시,브랜딩,신규유입,603129,3051,39,4725705,13290413,29CM,김지현
MKT-2602-1487,02월_29CM_네이버_리타겟팅_1487,2026-02-01,2026-02-14,네이버,리타겟팅,MZ남성,2093690,126123,6163,11184298,147754557,29CM,최유진
MKT-2602-0333,02월_29CM_카카오_브랜딩_333,2026-02-02,2026-02-08,카카오,브랜딩,이탈방지,1764363,19755,233,13953287,30156423,29CM,윤세영
MKT-2602-0158,02월_무신사_유튜브_브랜딩_158,2026-02-10,2026-02-24,유튜브,브랜딩,브랜드관심,979084,12942,162,14049653,21325070,무신사,이준혁
MKT-2602-2224,02월_무신사_카카오_CRM_2224,2026-02-07,2026-02-12,카카오,CRM,브랜드관심,522925,35179,2419,3424471,18558020,무신사,윤세영
MKT-2602-1425,02월_29CM_네이버_리타겟팅_1425,2026-02-19,2026-02-28,네이버,리타겟팅,신규유입,297297,13681,979,2501229,34413020,29CM,최유진
MKT-2602-0140,02월_무신사_유튜브_브랜딩_140,2026-02-20,2026-02-25,유튜브,브랜딩,MZ남성,1396187,19213,271,5945212,13340437,무신사,최유진
MKT-2602-0761,02월_29CM_유튜브_퍼포먼스_761,2026-02-09,2026-02-12,유튜브,퍼포먼스,2030여성,1350016,39149,1608,19808363,63928307,29CM,윤세영
MKT-2602-1942,02월_29CM_인스타그램_CRM_1942,2026-02-15,2026-02-25,인스타그램,CRM,VIP,1090941,93301,13716,8156216,78952680,29CM,김지현
MKT-2602-2355,02월_무신사_CRM_CRM_2355,2026-02-09,2026-02-22,CRM,CRM,신규유입,1110485,79830,5621,10892316,98980335,무신사,한도경
MKT-2602-0753,02월_무신사_유튜브_퍼포먼스_753,2026-02-07,2026-02-15,유튜브,퍼포먼스,이탈방지,150517,3685,109,1707394,7000967,무신사,한도경
MKT-2602-0290,02월_29CM_카카오_브랜딩_290,2026-02-17,2026-02-28,카카오,브랜딩,2030여성,1383098,9962,120,9185048,21384871,29CM,최유진
MKT-2602-0028,02월_무신사_인스타그램_브랜딩_28,2026-02-04,2026-02-07,인스타그램,브랜딩,브랜드관심,1670078,22222,280,24443232,67718523,무신사,한도경
MKT-2602-2158,02월_무신사_카카오_CRM_2158,2026-02-06,2026-02-18,카카오,CRM,신규유입,2118566,115915,11807,27629088,180645931,무신사,윤세영
MKT-2602-0063,02월_무신사_인스타그램_브랜딩_63,2026-02-21,2026-02-25,인스타그램,브랜딩,2030여성,1617282,20155,112,21507059,57092245,무신사,송민아
MKT-2602-1937,02월_29CM_인스타그램_CRM_1937,2026-02-08,2026-02-09,인스타그램,CRM,MZ남성,1447275,135861,16650,13186026,77799704,29CM,송민아
MKT-2602-1898,02월_무신사_인스타그램_CRM_1898,2026-02-20,2026-02-27,인스타그램,CRM,이탈방지,650213,46366,3809,4030811,25176719,무신사,윤세영
MKT-2602-0325,02월_무신사_카카오_브랜딩_325,2026-02-17,2026-02-21,카카오,브랜딩,신규유입,1162235,17129,206,13607747,22399300,무신사,박서연
MKT-2602-1787,02월_29CM_틱톡_리타겟팅_1787,2026-02-21,2026-02-28,틱톡,리타겟팅,신규유입,539022,28474,1661,4804395,70022299,29CM,김지현
MKT-2602-0490,02월_29CM_CRM_브랜딩_490,2026-02-05,2026-02-10,CRM,브랜딩,MZ남성,301467,3930,48,4407837,8082486,29CM,윤세영
MKT-2602-1722,02월_29CM_CRM_리타겟팅_1722,2026-02-13,2026-02-16,CRM,리타겟팅,브랜드관심,2073405,66390,5949,24806048,327150561,29CM,최유진
MKT-2602-0169,02월_무신사_유튜브_브랜딩_169,2026-02-09,2026-02-13,유튜브,브랜딩,VIP,633379,8389,92,5287948,9889838,무신사,송민아
MKT-2602-1693,02월_29CM_CRM_리타겟팅_1693,2026-02-19,2026-02-28,CRM,리타겟팅,이탈방지,4693024,194344,11462,15587453,192014220,29CM,송민아
MKT-2602-1629,02월_29CM_앱푸시_리타겟팅_1629,2026-02-12,2026-02-25,앱푸시,리타겟팅,이탈방지,776024,28826,1488,10542609,103458169,29CM,김지현
MKT-2602-1966,02월_무신사_유튜브_CRM_1966,2026-02-20,2026-02-24,유튜브,CRM,MZ남성,9312630,454937,30741,28491537,193023218,무신사,최유진
MKT-2602-1429,02월_무신사_네이버_리타겟팅_1429,2026-02-17,2026-02-28,네이버,리타겟팅,브랜드관심,695539,24045,2011,8070176,112530862,무신사,최유진
MKT-2602-2444,02월_29CM_틱톡_CRM_2444,2026-02-09,2026-02-19,틱톡,CRM,2030여성,1500255,91531,8268,21083525,204780924,29CM,박서연
MKT-2602-0091,02월_무신사_유튜브_브랜딩_91,2026-02-03,2026-02-04,유튜브,브랜딩,이탈방지,558138,5280,45,4864200,11136018,무신사,한도경
MKT-2602-0734,02월_29CM_유튜브_퍼포먼스_734,2026-02-06,2026-02-12,유튜브,퍼포먼스,이탈방지,1183276,21156,715,14986675,76912477,29CM,최유진
MKT-2602-0181,02월_무신사_네이버_브랜딩_181,2026-02-08,2026-02-12,네이버,브랜딩,MZ남성,4392166,27120,342,14649324,36915407,무신사,최유진
MKT-2602-1640,02월_29CM_앱푸시_리타겟팅_1640,2026-02-05,2026-02-16,앱푸시,리타겟팅,브랜드관심,1543086,57952,3195,21624370,310092248,29CM,김지현
MKT-2602-0257,02월_무신사_네이버_브랜딩_257,2026-02-01,2026-02-12,네이버,브랜딩,브랜드관심,524979,4047,41,5717421,10869130,무신사,윤세영
MKT-2602-1018,02월_무신사_앱푸시_퍼포먼스_1018,2026-02-07,2026-02-13,앱푸시,퍼포먼스,신규유입,1235709,49310,1988,16501668,75673743,무신사,김지현
MKT-2602-0023,02월_무신사_인스타그램_브랜딩_23,2026-02-15,2026-02-22,인스타그램,브랜딩,2030여성,968576,16479,125,13686071,39750968,무신사,정하늘
MKT-2602-0660,02월_무신사_인스타그램_퍼포먼스_660,2026-02-18,2026-02-28,인스타그램,퍼포먼스,이탈방지,4155804,99952,3658,29803311,173414912,무신사,이준혁
MKT-2602-0297,02월_무신사_카카오_브랜딩_297,2026-02-06,2026-02-10,카카오,브랜딩,신규유입,4835986,37819,306,24977286,70632756,무신사,최유진
MKT-2602-0240,02월_무신사_네이버_브랜딩_240,2026-02-03,2026-02-05,네이버,브랜딩,신규유입,1650220,11963,130,22940942,68387498,무신사,정하늘
MKT-2602-2136,02월_무신사_네이버_CRM_2136,2026-02-04,2026-02-09,네이버,CRM,이탈방지,1139735,90624,7372,14231110,123651935,무신사,박서연
MKT-2602-0206,02월_29CM_네이버_브랜딩_206,2026-02-14,2026-02-17,네이버,브랜딩,이탈방지,794984,9544,94,8984950,25427195,29CM,정하늘
MKT-2602-0976,02월_29CM_앱푸시_퍼포먼스_976,2026-02-02,2026-02-11,앱푸시,퍼포먼스,이탈방지,1376807,27301,998,18742555,75295138,29CM,박서연
MKT-2602-2076,02월_29CM_네이버_CRM_2076,2026-02-08,2026-02-11,네이버,CRM,브랜드관심,2825214,244664,32937,22325291,184952446,29CM,정하늘
MKT-2602-0720,02월_29CM_유튜브_퍼포먼스_720,2026-02-07,2026-02-18,유튜브,퍼포먼스,2030여성,1219582,22251,952,9647439,39857384,29CM,송민아
MKT-2602-2419,02월_무신사_틱톡_CRM_2419,2026-02-14,2026-02-16,틱톡,CRM,브랜드관심,2152817,119217,12695,18871250,107903667,무신사,김지현
MKT-2602-1939,02월_무신사_인스타그램_CRM_1939,2026-02-16,2026-02-19,인스타그램,CRM,VIP,87595,4094,368,758626,4215383,무신사,이준혁
MKT-2602-0293,02월_29CM_카카오_브랜딩_293,2026-02-05,2026-02-12,카카오,브랜딩,2030여성,1507484,8400,110,10395045,28439779,29CM,정하늘
MKT-2602-1691,02월_무신사_CRM_리타겟팅_1691,2026-02-10,2026-02-20,CRM,리타겟팅,이탈방지,1403010,48729,2938,14097099,181404180,무신사,최유진
MKT-2602-0756,02월_무신사_유튜브_퍼포먼스_756,2026-02-03,2026-02-06,유튜브,퍼포먼스,VIP,684449,22089,448,8450565,25692604,무신사,박서연
MKT-2602-0173,02월_29CM_유튜브_브랜딩_173,2026-02-03,2026-02-15,유튜브,브랜딩,VIP,560226,5105,64,7789863,13101349,29CM,박서연
MKT-2602-2247,02월_29CM_앱푸시_CRM_2247,2026-02-03,2026-02-13,앱푸시,CRM,2030여성,751354,54364,8469,4594823,44961105,29CM,정하늘
MKT-2602-1721,02월_무신사_CRM_리타겟팅_1721,2026-02-05,2026-02-12,CRM,리타겟팅,브랜드관심,47107,1822,95,648277,9628353,무신사,송민아
MKT-2602-2339,02월_29CM_CRM_CRM_2339,2026-02-13,2026-02-22,CRM,CRM,이탈방지,3172244,233838,29020,25385409,201830851,29CM,이준혁
MKT-2602-1283,02월_29CM_인스타그램_리타겟팅_1283,2026-02-17,2026-02-27,인스타그램,리타겟팅,MZ남성,8112180,332447,18192,24752787,216460945,29CM,한도경
MKT-2602-1659,02월_무신사_앱푸시_리타겟팅_1659,2026-02-13,2026-02-27,앱푸시,리타겟팅,브랜드관심,257458,7888,602,2069572,23240931,무신사,김지현
MKT-2602-0372,02월_29CM_앱푸시_브랜딩_372,2026-02-15,2026-02-18,앱푸시,브랜딩,이탈방지,2925124,31935,336,17658287,49723584,29CM,윤세영
MKT-2602-1539,02월_무신사_카카오_리타겟팅_1539,2026-02-15,2026-02-19,카카오,리타겟팅,MZ남성,6880936,375572,28284,21041568,282946269,무신사,박서연
MKT-2602-0194,02월_29CM_네이버_브랜딩_194,2026-02-21,2026-02-24,네이버,브랜딩,2030여성,1149231,15067,192,4713128,13657320,29CM,박서연
MKT-2602-1160,02월_29CM_틱톡_퍼포먼스_1160,2026-02-06,2026-02-16,틱톡,퍼포먼스,브랜드관심,1392489,25076,1047,19280043,80519505,29CM,송민아
MKT-2602-2280,02월_29CM_앱푸시_CRM_2280,2026-02-15,2026-02-23,앱푸시,CRM,브랜드관심,4063245,382453,40915,26219463,140504406,29CM,정하늘
MKT-2602-0145,02월_29CM_유튜브_브랜딩_145,2026-02-13,2026-02-24,유튜브,브랜딩,VIP,598178,4248,40,4223502,8677020,29CM,이준혁
MKT-2602-0561,02월_무신사_틱톡_브랜딩_561,2026-02-08,2026-02-14,틱톡,브랜딩,브랜드관심,1345310,17928,215,17326068,49758370,무신사,최유진
MKT-2602-2465,02월_29CM_틱톡_CRM_2465,2026-02-10,2026-02-21,틱톡,CRM,브랜드관심,3198609,190125,31603,22172411,136446412,29CM,최유진
MKT-2602-1750,02월_29CM_CRM_리타겟팅_1750,2026-02-03,2026-02-07,CRM,리타겟팅,이탈방지,422190,17460,957,5374097,63198289,29CM,윤세영
MKT-2602-1952,02월_29CM_인스타그램_CRM_1952,2026-02-01,2026-02-10,인스타그램,CRM,신규유입,682107,56857,8994,6760333,54175376,29CM,김지현
MKT-2602-0872,02월_29CM_네이버_퍼포먼스_872,2026-02-05,2026-02-14,네이버,퍼포먼스,MZ남성,702611,15112,380,8742530,33370344,29CM,김지현
MKT-2602-0208,02월_무신사_네이버_브랜딩_208,2026-02-07,2026-02-19,네이버,브랜딩,브랜드관심,3522254,28250,267,10838132,17832043,무신사,한도경
MKT-2602-2311,02월_무신사_앱푸시_CRM_2311,2026-02-15,2026-02-23,앱푸시,CRM,이탈방지,6309002,430562,41220,19727023,141589779,무신사,최유진
MKT-2602-1991,02월_29CM_유튜브_CRM_1991,2026-02-05,2026-02-19,유튜브,CRM,신규유입,3668604,165288,21530,29570486,209638573,29CM,이준혁
MKT-2602-0638,02월_무신사_인스타그램_퍼포먼스_638,2026-02-12,2026-02-13,인스타그램,퍼포먼스,브랜드관심,3406479,115684,2401,15251902,85450281,무신사,최유진
MKT-2602-1844,02월_29CM_틱톡_리타겟팅_1844,2026-02-17,2026-02-28,틱톡,리타겟팅,신규유입,538780,19250,1303,8059358,89641316,29CM,송민아
MKT-2602-0395,02월_무신사_앱푸시_브랜딩_395,2026-02-08,2026-02-10,앱푸시,브랜딩,MZ남성,1704022,22905,266,9742886,20341802,무신사,최유진
MKT-2602-0646,02월_29CM_인스타그램_퍼포먼스_646,2026-02-17,2026-02-20,인스타그램,퍼포먼스,MZ남성,2511772,56015,2674,27689816,148408285,29CM,송민아
MKT-2602-0485,02월_29CM_CRM_브랜딩_485,2026-02-02,2026-02-16,CRM,브랜딩,MZ남성,4527319,46139,496,25027782,60647727,29CM,윤세영
MKT-2602-1202,02월_29CM_틱톡_퍼포먼스_1202,2026-02-21,2026-02-28,틱톡,퍼포먼스,신규유입,685576,12844,565,6082036,28374319,29CM,이준혁
MKT-2602-2478,02월_무신사_틱톡_CRM_2478,2026-02-06,2026-02-12,틱톡,CRM,MZ남성,3842552,290016,31409,18406669,166124169,무신사,이준혁
MKT-2602-0042,02월_29CM_인스타그램_브랜딩_42,2026-02-05,2026-02-14,인스타그램,브랜딩,2030여성,2120273,19930,137,22559337,35685504,29CM,김지현
MKT-2602-1216,02월_무신사_틱톡_퍼포먼스_1216,2026-02-01,2026-02-04,틱톡,퍼포먼스,MZ남성,178662,6181,186,570887,2455905,무신사,김지현
MKT-2602-1649,02월_29CM_앱푸시_리타겟팅_1649,2026-02-21,2026-02-28,앱푸시,리타겟팅,VIP,1061952,58507,5129,12555344,148032541,29CM,한도경
MKT-2602-1641,02월_무신사_앱푸시_리타겟팅_1641,2026-02-20,2026-02-27,앱푸시,리타겟팅,브랜드관심,2265546,69764,5480,27633843,251699386,무신사,정하늘
MKT-2602-2107,02월_무신사_네이버_CRM_2107,2026-02-02,2026-02-07,네이버,CRM,신규유입,709055,56389,3403,2215250,19672679,무신사,최유진
MKT-2602-2277,02월_무신사_앱푸시_CRM_2277,2026-02-14,2026-02-23,앱푸시,CRM,2030여성,4033432,360069,37280,17029892,100026887,무신사,김지현
MKT-2602-0862,02월_무신사_네이버_퍼포먼스_862,2026-02-20,2026-02-24,네이버,퍼포먼스,신규유입,6136033,194750,7887,24104079,84488290,무신사,최유진
MKT-2602-0882,02월_무신사_네이버_퍼포먼스_882,2026-02-20,2026-02-25,네이버,퍼포먼스,MZ남성,1839920,29090,1438,17698710,98077820,무신사,윤세영
MKT-2602-0504,02월_무신사_CRM_브랜딩_504,2026-02-21,2026-02-22,CRM,브랜딩,브랜드관심,1342077,23918,305,12649984,26480077,무신사,최유진
MKT-2602-0384,02월_무신사_앱푸시_브랜딩_384,2026-02-09,2026-02-21,앱푸시,브랜딩,이탈방지,512183,3175,26,5122570,8821076,무신사,한도경
MKT-2602-2086,02월_29CM_네이버_CRM_2086,2026-02-13,2026-02-16,네이버,CRM,2030여성,2779454,116860,14340,12040913,73656940,29CM,윤세영
MKT-2602-0095,02월_무신사_유튜브_브랜딩_95,2026-02-04,2026-02-10,유튜브,브랜딩,VIP,199674,1233,9,1851644,3817515,무신사,송민아
MKT-2602-0190,02월_무신사_네이버_브랜딩_190,2026-02-07,2026-02-18,네이버,브랜딩,VIP,2440557,42344,502,24837312,49501626,무신사,윤세영
MKT-2602-0727,02월_무신사_유튜브_퍼포먼스_727,2026-02-06,2026-02-12,유튜브,퍼포먼스,2030여성,6013804,135916,6578,22113589,99882300,무신사,이준혁
MKT-2602-2181,02월_29CM_카카오_CRM_2181,2026-02-11,2026-02-24,카카오,CRM,2030여성,3156958,177921,29733,22166533,174740347,29CM,송민아
MKT-2602-1323,02월_29CM_인스타그램_리타겟팅_1323,2026-02-17,2026-02-24,인스타그램,리타겟팅,2030여성,2509362,86391,8228,29870599,335733394,29CM,한도경
MKT-2602-1652,02월_무신사_앱푸시_리타겟팅_1652,2026-02-06,2026-02-15,앱푸시,리타겟팅,브랜드관심,495684,14998,829,6659483,61823025,무신사,한도경
MKT-2602-2365,02월_무신사_CRM_CRM_2365,2026-02-01,2026-02-03,CRM,CRM,신규유입,5776959,397164,36750,24738610,228463947,무신사,이준혁
MKT-2602-2479,02월_무신사_틱톡_CRM_2479,2026-02-13,2026-02-23,틱톡,CRM,2030여성,3278857,242073,22769,20068050,185193946,무신사,이준혁
MKT-2602-1983,02월_무신사_유튜브_CRM_1983,2026-02-20,2026-02-24,유튜브,CRM,이탈방지,1373521,84354,6366,16564109,123476219,무신사,최유진
MKT-2602-0404,02월_무신사_앱푸시_브랜딩_404,2026-02-16,2026-02-17,앱푸시,브랜딩,신규유입,2234800,20799,146,25364251,41442928,무신사,박서연
MKT-2602-1338,02월_29CM_유튜브_리타겟팅_1338,2026-02-07,2026-02-19,유튜브,리타겟팅,이탈방지,364061,25159,1818,5252461,65357333,29CM,정하늘
MKT-2602-2366,02월_무신사_CRM_CRM_2366,2026-02-01,2026-02-11,CRM,CRM,브랜드관심,301301,15130,1607,2970074,17148277,무신사,윤세영
MKT-2602-0924,02월_무신사_카카오_퍼포먼스_924,2026-02-04,2026-02-17,카카오,퍼포먼스,신규유입,507999,16105,580,4574818,20734625,무신사,정하늘
MKT-2602-1516,02월_무신사_카카오_리타겟팅_1516,2026-02-17,2026-02-24,카카오,리타겟팅,브랜드관심,2383014,105440,6059,13300428,143584691,무신사,이준혁
MKT-2602-1383,02월_무신사_유튜브_리타겟팅_1383,2026-02-07,2026-02-10,유튜브,리타겟팅,신규유입,538427,23913,1301,5644498,50467989,무신사,박서연
