캠페인ID,캠페인명,시작일,종료일,채널,캠페인유형,타깃세그먼트,노출수,클릭수,전환수,집행비용,매출기여,브랜드,담당자
MKT-2601-1341,01월_29CM_네이버_CRM_1341,2026-01-10,2026-01-23,네이버,CRM,브랜드관심,1892169,98150,12453,8844040,80418745,29CM,최유진
MKT-2601-0868,01월_무신사_유튜브_리타겟팅_868,2026-01-24,2026-01-29,유튜브,리타겟팅,이탈방지,945271,41893,2768,13463059,135301654,무신사,이준혁
MKT-2601-1368,01월_무신사_카카오_CRM_1368,2026-01-10,2026-01-19,카카오,CRM,신규유입,660057,39594,2682,6301889,45238352,무신사,최유진
MKT-2601-0178,01월_무신사_카카오_브랜딩_178,2026-01-06,2026-01-13,카카오,브랜딩,이탈방지,304371,3585,26,1606568,2933111,무신사,한도경
MKT-2601-1344,01월_무신사_카카오_CRM_1344,2026-01-18,2026-01-30,카카오,CRM,VIP,3773930,211267,16609,14902848,76056535,무신사,최유진
MKT-2601-0059,01월_무신사_유튜브_브랜딩_59,2026-01-19,2026-01-31,유튜브,브랜딩,VIP,523896,5488,80,4115068,8390480,무신사,이준혁
MKT-2601-1223,01월_29CM_인스타그램_CRM_1223,2026-01-14,2026-01-21,인스타그램,CRM,2030여성,5434534,420940,40267,23425633,144486199,29CM,김지현
MKT-2601-0261,01월_29CM_앱푸시_브랜딩_261,2026-01-09,2026-01-20,앱푸시,브랜딩,신규유입,1313560,10111,69,18242965,45811133,29CM,한도경
MKT-2601-1126,01월_무신사_틱톡_리타겟팅_1126,2026-01-11,2026-01-21,틱톡,리타겟팅,이탈방지,246620,13975,1242,2683977,30288597,무신사,한도경
MKT-2601-0405,01월_무신사_인스타그램_퍼포먼스_405,2026-01-21,2026-01-29,인스타그램,퍼포먼스,신규유입,795490,26017,1250,6141193,23655087,무신사,윤세영
MKT-2601-0553,01월_29CM_네이버_퍼포먼스_553,2026-01-13,2026-01-22,네이버,퍼포먼스,브랜드관심,239808,4123,122,2856741,15733650,29CM,한도경
MKT-2601-1354,01월_무신사_카카오_CRM_1354,2026-01-21,2026-01-26,카카오,CRM,브랜드관심,877597,49797,5085,10191349,69372410,무신사,윤세영
MKT-2601-0809,01월_무신사_인스타그램_리타겟팅_809,2026-01-12,2026-01-18,인스타그램,리타겟팅,MZ남성,1316620,69257,4595,15562664,135447847,무신사,윤세영
MKT-2601-1528,01월_무신사_틱톡_CRM_1528,2026-01-07,2026-01-20,틱톡,CRM,VIP,998091,69976,7173,10786622,61737530,무신사,김지현
MKT-2601-1206,01월_29CM_인스타그램_CRM_1206,2026-01-07,2026-01-12,인스타그램,CRM,MZ남성,1045259,64638,11096,15603076,105042095,29CM,송민아
MKT-2601-1483,01월_29CM_CRM_CRM_1483,2026-01-19,2026-01-31,CRM,CRM,브랜드관심,3051573,228434,40770,11878139,115450688,29CM,정하늘
MKT-2601-0091,01월_29CM_유튜브_브랜딩_91,2026-01-20,2026-01-31,유튜브,브랜딩,VIP,2223825,30050,218,9940018,27116684,29CM,송민아
MKT-2601-0591,01월_무신사_카카오_퍼포먼스_591,2026-01-07,2026-01-09,카카오,퍼포먼스,신규유입,2514580,82085,1956,20290301,77435214,무신사,김지현
MKT-2601-0826,01월_무신사_인스타그램_리타겟팅_826,2026-01-04,2026-01-07,인스타그램,리타겟팅,이탈방지,2638938,168178,9362,20414687,271340002,무신사,윤세영
MKT-2601-0164,01월_29CM_네이버_브랜딩_164,2026-01-15,2026-01-28,네이버,브랜딩,브랜드관심,2417409,21082,289,21558272,44300221,29CM,박서연
MKT-2601-1181,01월_무신사_인스타그램_CRM_1181,2026-01-01,2026-01-11,인스타그램,CRM,2030여성,1163493,88372,5670,3750211,30038558,무신사,윤세영
MKT-2601-0370,01월_무신사_틱톡_브랜딩_370,2026-01-18,2026-01-29,틱톡,브랜딩,VIP,3065204,45454,594,29927672,76157246,무신사,윤세영
MKT-2601-0304,01월_29CM_CRM_브랜딩_304,2026-01-23,2026-01-31,CRM,브랜딩,2030여성,3479366,42989,609,28121048,78658854,29CM,송민아
MKT-2601-0741,01월_무신사_틱톡_퍼포먼스_741,2026-01-23,2026-01-25,틱톡,퍼포먼스,MZ남성,2336886,45786,1784,19299714,113553717,무신사,박서연
MKT-2601-0044,01월_무신사_인스타그램_브랜딩_44,2026-01-17,2026-01-27,인스타그램,브랜딩,MZ남성,591305,6499,74,7770407,16330590,무신사,최유진
MKT-2601-0045,01월_무신사_인스타그램_브랜딩_45,2026-01-17,2026-01-23,인스타그램,브랜딩,이탈방지,154294,2010,24,510861,1135582,무신사,김지현
MKT-2601-0528,01월_무신사_네이버_퍼포먼스_528,2026-01-02,2026-01-11,네이버,퍼포먼스,이탈방지,210380,4264,137,1252357,4016112,무신사,송민아
MKT-2601-1469,01월_29CM_CRM_CRM_1469,2026-01-17,2026-01-24,CRM,CRM,브랜드관심,2069420,164796,14638,17797350,135633668,29CM,김지현
MKT-2601-1555,01월_무신사_틱톡_CRM_1555,2026-01-17,2026-01-28,틱톡,CRM,VIP,2275119,167824,16325,15943561,95046055,무신사,이준혁
MKT-2601-1200,01월_무신사_인스타그램_CRM_1200,2026-01-10,2026-01-18,인스타그램,CRM,신규유입,961312,52724,5953,6246265,58105595,무신사,박서연
MKT-2601-1104,01월_29CM_CRM_리타겟팅_1104,2026-01-04,2026-01-10,CRM,리타겟팅,2030여성,1038166,40015,3159,15088936,181352773,29CM,박서연
MKT-2601-1238,01월_무신사_유튜브_CRM_1238,2026-01-18,2026-01-31,유튜브,CRM,신규유입,1531283,121201,13157,17972236,104361639,무신사,박서연
MKT-2601-1545,01월_29CM_틱톡_CRM_1545,2026-01-24,2026-01-27,틱톡,CRM,브랜드관심,1356774,88125,12842,17930415,110571802,29CM,정하늘
MKT-2601-0489,01월_무신사_유튜브_퍼포먼스_489,2026-01-20,2026-01-22,유튜브,퍼포먼스,VIP,2255150,41315,2030,19050803,84203853,무신사,최유진
MKT-2601-1403,01월_무신사_앱푸시_CRM_1403,2026-01-17,2026-01-31,앱푸시,CRM,이탈방지,1646416,107258,7023,12050182,90913991,무신사,윤세영
MKT-2601-1022,01월_무신사_앱푸시_리타겟팅_1022,2026-01-01,2026-01-11,앱푸시,리타겟팅,신규유입,2132771,116600,11112,27368934,384113509,무신사,박서연
MKT-2601-0929,01월_무신사_네이버_리타겟팅_929,2026-01-02,2026-01-03,네이버,리타겟팅,VIP,3657435,125510,6881,12950998,120153958,무신사,송민아
MKT-2601-1239,01월_무신사_유튜브_CRM_1239,2026-01-18,2026-01-20,유튜브,CRM,2030여성,1428557,115772,10217,7463980,38595430,무신사,박서연
MKT-2601-0122,01월_29CM_네이버_브랜딩_122,2026-01-07,2026-01-19,네이버,브랜딩,신규유입,4666012,46482,310,29202253,52597545,29CM,한도경
MKT-2601-1498,01월_무신사_CRM_CRM_1498,2026-01-23,2026-01-31,CRM,CRM,VIP,2416964,191046,15712,17445205,124827438,무신사,정하늘
MKT-2601-0939,01월_무신사_네이버_리타겟팅_939,2026-01-02,2026-01-03,네이버,리타겟팅,신규유입,953991,40420,3737,6214938,60679144,무신사,한도경
MKT-2601-0592,01월_무신사_카카오_퍼포먼스_592,2026-01-22,2026-01-23,카카오,퍼포먼스,VIP,3370199,56661,1632,10682021,35960495,무신사,송민아
MKT-2601-0722,01월_무신사_CRM_퍼포먼스_722,2026-01-19,2026-01-22,CRM,퍼포먼스,신규유입,2778133,52570,1635,21032378,120854176,무신사,이준혁
MKT-2601-1452,01월_무신사_CRM_CRM_1452,2026-01-10,2026-01-12,CRM,CRM,신규유입,2268261,216374,15572,11854613,81185191,무신사,김지현
MKT-2601-0516,01월_무신사_네이버_퍼포먼스_516,2026-01-14,2026-01-26,네이버,퍼포먼스,신규유입,2911676,83070,3922,21216560,88651007,무신사,윤세영
MKT-2601-0825,01월_무신사_인스타그램_리타겟팅_825,2026-01-13,2026-01-18,인스타그램,리타겟팅,2030여성,2936823,126799,7048,14218857,199953647,무신사,한도경
MKT-2601-0235,01월_무신사_앱푸시_브랜딩_235,2026-01-24,2026-01-31,앱푸시,브랜딩,신규유입,1034153,13041,152,9820405,21949553,무신사,정하늘
MKT-2601-1499,01월_무신사_CRM_CRM_1499,2026-01-03,2026-01-13,CRM,CRM,VIP,773842,46848,3819,10161075,70743339,무신사,김지현
MKT-2601-0840,01월_29CM_유튜브_리타겟팅_840,2026-01-15,2026-01-23,유튜브,리타겟팅,MZ남성,1815793,87942,8405,14913124,202139158,29CM,정하늘
MKT-2601-0684,01월_무신사_CRM_퍼포먼스_684,2026-01-06,2026-01-12,CRM,퍼포먼스,신규유입,2494645,47447,1090,16270590,82105172,무신사,송민아
MKT-2601-0988,01월_무신사_카카오_리타겟팅_988,2026-01-01,2026-01-03,카카오,리타겟팅,이탈방지,2062629,66795,6286,7749718,101017045,무신사,정하늘
MKT-2601-0605,01월_무신사_카카오_퍼포먼스_605,2026-01-13,2026-01-27,카카오,퍼포먼스,이탈방지,195167,5980,265,2898334,13552749,무신사,이준혁
MKT-2601-1525,01월_29CM_틱톡_CRM_1525,2026-01-03,2026-01-09,틱톡,CRM,MZ남성,1360931,123595,19164,4354782,24047207,29CM,정하늘
MKT-2601-0550,01월_무신사_네이버_퍼포먼스_550,2026-01-04,2026-01-11,네이버,퍼포먼스,MZ남성,1142341,36666,836,13660488,69063247,무신사,한도경
MKT-2601-0102,01월_무신사_유튜브_브랜딩_102,2026-01-24,2026-01-31,유튜브,브랜딩,신규유입,2468660,19731,238,20170598,57490257,무신사,한도경
MKT-2601-0943,01월_29CM_네이버_리타겟팅_943,2026-01-02,2026-01-11,네이버,리타겟팅,신규유입,1257597,49358,2736,12852579,187398094,29CM,박서연
MKT-2601-0456,01월_무신사_유튜브_퍼포먼스_456,2026-01-22,2026-01-24,유튜브,퍼포먼스,이탈방지,129344,2374,50,663433,2476740,무신사,한도경
MKT-2601-1497,01월_무신사_CRM_CRM_1497,2026-01-21,2026-01-22,CRM,CRM,VIP,585981,28551,2425,2133014,17297656,무신사,김지현
MKT-2601-0675,01월_무신사_CRM_퍼포먼스_675,2026-01-16,2026-01-17,CRM,퍼포먼스,MZ남성,442897,8906,324,4635832,26729734,무신사,정하늘
MKT-2601-0503,01월_무신사_네이버_퍼포먼스_503,2026-01-24,2026-01-25,네이버,퍼포먼스,2030여성,3709408,133533,6063,29521861,142336929,무신사,박서연
MKT-2601-1382,01월_29CM_카카오_CRM_1382,2026-01-06,2026-01-10,카카오,CRM,VIP,1416445,78844,7896,20307767,128864355,29CM,박서연
MKT-2601-0851,01월_29CM_유튜브_리타겟팅_851,2026-01-11,2026-01-13,유튜브,리타겟팅,2030여성,3986489,281040,19206,18963739,236829929,29CM,윤세영
MKT-2601-1264,01월_무신사_유튜브_CRM_1264,2026-01-11,2026-01-18,유튜브,CRM,VIP,1351536,98826,9236,11820726,115642101,무신사,박서연
MKT-2601-0333,01월_무신사_틱톡_브랜딩_333,2026-01-06,2026-01-19,틱톡,브랜딩,2030여성,945326,6900,58,7038202,11148126,무신사,윤세영
MKT-2601-1231,01월_29CM_인스타그램_CRM_1231,2026-01-08,2026-01-16,인스타그램,CRM,2030여성,50616,3082,445,679174,4155162,29CM,김지현
MKT-2601-0704,01월_무신사_CRM_퍼포먼스_704,2026-01-11,2026-01-15,CRM,퍼포먼스,브랜드관심,282970,6870,304,3141470,13662116,무신사,박서연
MKT-2601-0440,01월_29CM_인스타그램_퍼포먼스_440,2026-01-02,2026-01-04,인스타그램,퍼포먼스,MZ남성,1624493,42814,2009,23105890,107927052,29CM,송민아
MKT-2601-1426,01월_29CM_앱푸시_CRM_1426,2026-01-09,2026-01-20,앱푸시,CRM,브랜드관심,2072516,155230,20604,14947083,123285094,29CM,한도경
MKT-2601-0026,01월_무신사_인스타그램_브랜딩_26,2026-01-24,2026-01-31,인스타그램,브랜딩,2030여성,1075047,12483,83,13631576,34177379,무신사,이준혁
MKT-2601-1375,01월_29CM_카카오_CRM_1375,2026-01-16,2026-01-26,카카오,CRM,이탈방지,577805,38297,3545,5381641,48491657,29CM,이준혁
MKT-2601-0917,01월_무신사_네이버_리타겟팅_917,2026-01-13,2026-01-24,네이버,리타겟팅,2030여성,56532,2050,109,718899,6288185,무신사,박서연
MKT-2601-1057,01월_무신사_앱푸시_리타겟팅_1057,2026-01-14,2026-01-26,앱푸시,리타겟팅,브랜드관심,6778127,390806,31378,24898433,299919787,무신사,정하늘
MKT-2601-1421,01월_29CM_앱푸시_CRM_1421,2026-01-06,2026-01-19,앱푸시,CRM,신규유입,1366543,104425,12057,9559397,53798381,29CM,최유진
MKT-2601-0914,01월_29CM_네이버_리타겟팅_914,2026-01-06,2026-01-10,네이버,리타겟팅,신규유입,130394,5960,393,1620048,20942529,29CM,김지현
MKT-2601-0993,01월_29CM_카카오_리타겟팅_993,2026-01-03,2026-01-17,카카오,리타겟팅,VIP,3881903,260641,24344,19008745,242187956,29CM,김지현
MKT-2601-1014,01월_29CM_앱푸시_리타겟팅_1014,2026-01-23,2026-01-24,앱푸시,리타겟팅,VIP,4605874,244621,16454,23245552,280991806,29CM,정하늘
MKT-2601-1414,01월_무신사_앱푸시_CRM_1414,2026-01-15,2026-01-22,앱푸시,CRM,신규유입,2245921,138318,9868,24899930,222781568,무신사,윤세영
MKT-2601-0938,01월_무신사_네이버_리타겟팅_938,2026-01-21,2026-01-29,네이버,리타겟팅,VIP,235568,8987,644,2921318,29696087,무신사,김지현
MKT-2601-1153,01월_무신사_틱톡_리타겟팅_1153,2026-01-05,2026-01-10,틱톡,리타겟팅,이탈방지,1210778,56989,5122,14366067,163455293,무신사,한도경
MKT-2601-0380,01월_29CM_틱톡_브랜딩_380,2026-01-08,2026-01-22,틱톡,브랜딩,VIP,2634169,26752,249,11854075,34427988,29CM,송민아
MKT-2601-0040,01월_무신사_인스타그램_브랜딩_40,2026-01-11,2026-01-25,인스타그램,브랜딩,신규유입,1577708,26594,276,12820455,20357566,무신사,한도경
MKT-2601-1560,01월_무신사_틱톡_CRM_1560,2026-01-08,2026-01-17,틱톡,CRM,VIP,2822010,149272,9029,13930083,85175752,무신사,최유진
MKT-2601-0576,01월_29CM_카카오_퍼포먼스_576,2026-01-17,2026-01-26,카카오,퍼포먼스,신규유입,163011,3406,121,633470,2739853,29CM,정하늘
MKT-2601-1364,01월_무신사_카카오_CRM_1364,2026-01-04,2026-01-14,카카오,CRM,2030여성,4824306,460195,37715,29596254,253791780,무신사,정하늘
MKT-2601-0772,01월_29CM_틱톡_퍼포먼스_772,2026-01-05,2026-01-14,틱톡,퍼포먼스,신규유입,1037054,32094,985,14664610,50316605,29CM,송민아
MKT-2601-1016,01월_무신사_앱푸시_리타겟팅_1016,2026-01-11,2026-01-24,앱푸시,리타겟팅,MZ남성,518072,20440,993,2898169,34533040,무신사,이준혁
MKT-2601-1487,01월_무신사_CRM_CRM_1487,2026-01-13,2026-01-20,CRM,CRM,신규유입,673952,46093,4495,6328790,58675248,무신사,정하늘
MKT-2601-0721,01월_무신사_CRM_퍼포먼스_721,2026-01-17,2026-01-21,CRM,퍼포먼스,VIP,3425637,73233,2748,21756372,98879980,무신사,박서연
MKT-2601-0804,01월_무신사_인스타그램_리타겟팅_804,2026-01-07,2026-01-21,인스타그램,리타겟팅,이탈방지,4022013,214712,16476,20834316,212989305,무신사,최유진
MKT-2601-0302,01월_무신사_CRM_브랜딩_302,2026-01-19,2026-01-24,CRM,브랜딩,이탈방지,1678154,10853,128,24684412,62168256,무신사,윤세영
MKT-2601-1307,01월_29CM_네이버_CRM_1307,2026-01-17,2026-01-22,네이버,CRM,신규유입,1196992,71523,10885,15754522,139791337,29CM,정하늘
MKT-2601-0101,01월_29CM_유튜브_브랜딩_101,2026-01-16,2026-01-25,유튜브,브랜딩,MZ남성,3212731,38819,277,26087185,47191344,29CM,정하늘
MKT-2601-1225,01월_29CM_인스타그램_CRM_1225,2026-01-21,2026-01-31,인스타그램,CRM,MZ남성,127355,8289,1180,1620494,11917042,29CM,이준혁
MKT-2601-0618,01월_무신사_앱푸시_퍼포먼스_618,2026-01-15,2026-01-17,앱푸시,퍼포먼스,브랜드관심,2062885,62831,2604,22816802,115545656,무신사,한도경
MKT-2601-0574,01월_무신사_카카오_퍼포먼스_574,2026-01-02,2026-01-08,카카오,퍼포먼스,VIP,1859997,30394,1247,15759710,83819682,무신사,이준혁
MKT-2601-1002,01월_29CM_카카오_리타겟팅_1002,2026-01-22,2026-01-31,카카오,리타겟팅,VIP,3533302,124061,9254,12382327,146592062,29CM,김지현
MKT-2601-0635,01월_무신사_앱푸시_퍼포먼스_635,2026-01-06,2026-01-16,앱푸시,퍼포먼스,신규유입,2463557,62153,2225,26129131,84642614,무신사,한도경
MKT-2601-0324,01월_무신사_CRM_브랜딩_324,2026-01-12,2026-01-14,CRM,브랜딩,2030여성,379468,2203,29,2810511,4455515,무신사,정하늘
MKT-2601-1268,01월_무신사_유튜브_CRM_1268,2026-01-11,2026-01-19,유튜브,CRM,2030여성,3508248,171207,15323,27078015,171718186,무신사,한도경
MKT-2601-0785,01월_무신사_인스타그램_리타겟팅_785,2026-01-21,2026-01-31,인스타그램,리타겟팅,브랜드관심,209948,10153,636,2644819,26017376,무신사,한도경
MKT-2601-0976,01월_29CM_카카오_리타겟팅_976,2026-01-04,2026-01-06,카카오,리타겟팅,VIP,110132,6195,565,1422565,21153004,29CM,한도경
MKT-2601-0371,01월_29CM_틱톡_브랜딩_371,2026-01-15,2026-01-20,틱톡,브랜딩,신규유입,1992439,26121,244,15428454,37979602,29CM,정하늘
MKT-2601-0203,01월_29CM_카카오_브랜딩_203,2026-01-16,2026-01-28,카카오,브랜딩,2030여성,4361828,40482,206,24643908,64733531,29CM,박서연
MKT-2601-0985,01월_29CM_카카오_리타겟팅_985,2026-01-11,2026-01-14,카카오,리타겟팅,MZ남성,878019,38575,3078,5971340,49868864,29CM,정하늘
MKT-2601-1503,01월_29CM_CRM_CRM_1503,2026-01-09,2026-01-13,CRM,CRM,브랜드관심,2203532,165220,19812,11874640,85840301,29CM,이준혁
MKT-2601-1562,01월_29CM_틱톡_CRM_1562,2026-01-15,2026-01-21,틱톡,CRM,신규유입,1235374,82450,10078,12294310,96562042,29CM,송민아
MKT-2601-1330,01월_29CM_네이버_CRM_1330,2026-01-02,2026-01-16,네이버,CRM,MZ남성,526408,39507,6084,6243284,39575931,29CM,한도경
MKT-2601-0900,01월_무신사_네이버_리타겟팅_900,2026-01-10,2026-01-12,네이버,리타겟팅,브랜드관심,1288461,86360,4283,13093250,167986201,무신사,한도경
MKT-2601-0582,01월_29CM_카카오_퍼포먼스_582,2026-01-24,2026-01-31,카카오,퍼포먼스,VIP,744074,23470,888,10679761,55788314,29CM,최유진
MKT-2601-0443,01월_무신사_인스타그램_퍼포먼스_443,2026-01-13,2026-01-23,인스타그램,퍼포먼스,VIP,820745,25764,1040,11614719,54533458,무신사,최유진
MKT-2601-1188,01월_무신사_인스타그램_CRM_1188,2026-01-04,2026-01-08,인스타그램,CRM,2030여성,364939,21073,2259,2828165,27351574,무신사,정하늘
MKT-2601-1550,01월_무신사_틱톡_CRM_1550,2026-01-11,2026-01-18,틱톡,CRM,2030여성,708920,41228,4580,8426691,77725442,무신사,송민아
MKT-2601-0723,01월_29CM_CRM_퍼포먼스_723,2026-01-15,2026-01-22,CRM,퍼포먼스,VIP,327001,5447,137,3095547,12448335,29CM,박서연
MKT-2601-1027,01월_29CM_앱푸시_리타겟팅_1027,2026-01-21,2026-01-31,앱푸시,리타겟팅,이탈방지,4328307,163974,8319,25584507,292175417,29CM,김지현
MKT-2601-0833,01월_무신사_인스타그램_리타겟팅_833,2026-01-11,2026-01-23,인스타그램,리타겟팅,브랜드관심,572906,20673,1783,6325695,63062279,무신사,박서연
MKT-2601-1084,01월_무신사_CRM_리타겟팅_1084,2026-01-09,2026-01-21,CRM,리타겟팅,VIP,929451,31617,3097,13564771,152005359,무신사,정하늘
MKT-2601-1446,01월_29CM_앱푸시_CRM_1446,2026-01-13,2026-01-17,앱푸시,CRM,VIP,1862729,145174,24954,8468570,72885635,29CM,한도경
MKT-2601-0622,01월_무신사_앱푸시_퍼포먼스_622,2026-01-23,2026-01-27,앱푸시,퍼포먼스,2030여성,1923900,58266,2660,25788896,91712777,무신사,정하늘
MKT-2601-0143,01월_무신사_네이버_브랜딩_143,2026-01-02,2026-01-10,네이버,브랜딩,VIP,1299380,15342,122,15769571,36212645,무신사,최유진
MKT-2601-0136,01월_무신사_네이버_브랜딩_136,2026-01-19,2026-01-27,네이버,브랜딩,MZ남성,2360885,35315,481,21768395,33362066,무신사,정하늘
MKT-2601-0096,01월_무신사_유튜브_브랜딩_96,2026-01-19,2026-01-31,유튜브,브랜딩,이탈방지,922580,6330,86,4541067,9001482,무신사,김지현
MKT-2601-0544,01월_29CM_네이버_퍼포먼스_544,2026-01-03,2026-01-10,네이버,퍼포먼스,신규유입,3073822,107475,3863,11700922,46109845,29CM,정하늘
MKT-2601-1323,01월_무신사_네이버_CRM_1323,2026-01-15,2026-01-20,네이버,CRM,2030여성,92967,7138,535,1200270,11976361,무신사,이준혁
MKT-2601-1122,01월_무신사_틱톡_리타겟팅_1122,2026-01-23,2026-01-26,틱톡,리타겟팅,VIP,7341377,312338,17142,24087883,255968714,무신사,최유진
MKT-2601-0849,01월_29CM_유튜브_리타겟팅_849,2026-01-22,2026-01-29,유튜브,리타겟팅,신규유입,69426,2573,177,913126,7685993,29CM,김지현
MKT-2601-0933,01월_29CM_네이버_리타겟팅_933,2026-01-08,2026-01-14,네이버,리타겟팅,신규유입,1712083,78949,6191,24045724,319199914,29CM,정하늘
MKT-2601-0819,01월_무신사_인스타그램_리타겟팅_819,2026-01-16,2026-01-17,인스타그램,리타겟팅,2030여성,1257577,66519,4313,4747931,59347981,무신사,정하늘
MKT-2601-0672,01월_무신사_CRM_퍼포먼스_672,2026-01-06,2026-01-20,CRM,퍼포먼스,이탈방지,1469876,37008,1752,19364717,67656732,무신사,박서연
MKT-2601-1288,01월_29CM_네이버_CRM_1288,2026-01-11,2026-01-18,네이버,CRM,브랜드관심,1105735,106140,13530,15661574,138727594,29CM,한도경
MKT-2601-1508,01월_29CM_틱톡_CRM_1508,2026-01-21,2026-01-24,틱톡,CRM,MZ남성,52053,2617,258,685283,6059393,29CM,김지현
MKT-2601-1119,01월_29CM_틱톡_리타겟팅_1119,2026-01-06,2026-01-13,틱톡,리타겟팅,신규유입,1057225,46352,3289,11981143,149725795,29CM,윤세영
MKT-2601-0023,01월_무신사_인스타그램_브랜딩_23,2026-01-04,2026-01-10,인스타그램,브랜딩,신규유입,1870361,21136,142,25980312,65340395,무신사,최유진
MKT-2601-0922,01월_29CM_네이버_리타겟팅_922,2026-01-22,2026-01-24,네이버,리타겟팅,VIP,111557,5236,457,1420517,16509704,29CM,김지현
MKT-2601-1140,01월_29CM_틱톡_리타겟팅_1140,2026-01-14,2026-01-27,틱톡,리타겟팅,브랜드관심,1174184,64951,4630,12309647,156912235,29CM,한도경
MKT-2601-1333,01월_무신사_네이버_CRM_1333,2026-01-16,2026-01-24,네이버,CRM,이탈방지,2101843,129758,8091,12753230,93043209,무신사,김지현
MKT-2601-0646,01월_무신사_앱푸시_퍼포먼스_646,2026-01-02,2026-01-16,앱푸시,퍼포먼스,MZ남성,420899,12310,349,2414141,13891247,무신사,최유진
MKT-2601-0076,01월_무신사_유튜브_브랜딩_76,2026-01-08,2026-01-11,유튜브,브랜딩,VIP,7983752,46720,302,24586326,69266344,무신사,정하늘
MKT-2601-0805,01월_29CM_인스타그램_리타겟팅_805,2026-01-18,2026-01-26,인스타그램,리타겟팅,이탈방지,3213018,224898,20871,28281189,270672527,29CM,이준혁
MKT-2601-0817,01월_무신사_인스타그램_리타겟팅_817,2026-01-14,2026-01-25,인스타그램,리타겟팅,브랜드관심,2210015,99862,5196,23854282,304004256,무신사,한도경
MKT-2601-0114,01월_29CM_네이버_브랜딩_114,2026-01-13,2026-01-26,네이버,브랜딩,브랜드관심,1979941,21890,177,16875502,41231253,29CM,박서연
MKT-2601-1435,01월_무신사_앱푸시_CRM_1435,2026-01-01,2026-01-07,앱푸시,CRM,브랜드관심,2313549,140277,14858,28644585,234002370,무신사,김지현
MKT-2601-0671,01월_29CM_CRM_퍼포먼스_671,2026-01-15,2026-01-17,CRM,퍼포먼스,2030여성,1538114,27987,1258,13419635,62531223,29CM,박서연
MKT-2601-0744,01월_무신사_틱톡_퍼포먼스_744,2026-01-05,2026-01-06,틱톡,퍼포먼스,신규유입,7501122,117041,4947,24595401,86913193,무신사,한도경
MKT-2601-1019,01월_29CM_앱푸시_리타겟팅_1019,2026-01-13,2026-01-21,앱푸시,리타겟팅,VIP,1349119,46612,3664,15465469,218553686,29CM,한도경
MKT-2601-0698,01월_무신사_CRM_퍼포먼스_698,2026-01-02,2026-01-11,CRM,퍼포먼스,브랜드관심,2745770,46272,1997,17032670,68659007,무신사,한도경
MKT-2601-1311,01월_무신사_네이버_CRM_1311,2026-01-08,2026-01-10,네이버,CRM,2030여성,1683762,118794,12705,9656051,61386668,무신사,김지현
MKT-2601-0874,01월_무신사_유튜브_리타겟팅_874,2026-01-15,2026-01-23,유튜브,리타겟팅,2030여성,6463150,285183,21365,22789961,212892440,무신사,송민아
MKT-2601-1230,01월_무신사_인스타그램_CRM_1230,2026-01-14,2026-01-28,인스타그램,CRM,신규유입,1007925,56299,5181,4205623,33486294,무신사,한도경
MKT-2601-1205,01월_무신사_인스타그램_CRM_1205,2026-01-01,2026-01-09,인스타그램,CRM,2030여성,1254495,58580,4790,10204952,68150002,무신사,박서연
MKT-2601-0564,01월_29CM_카카오_퍼포먼스_564,2026-01-03,2026-01-04,카카오,퍼포먼스,MZ남성,67873,1574,63,781850,3445082,29CM,최유진
MKT-2601-1353,01월_29CM_카카오_CRM_1353,2026-01-12,2026-01-23,카카오,CRM,2030여성,263017,18183,2669,3774774,23073308,29CM,김지현
MKT-2601-0033,01월_29CM_인스타그램_브랜딩_33,2026-01-14,2026-01-21,인스타그램,브랜딩,이탈방지,2042311,26402,313,28531090,84246472,29CM,송민아
MKT-2601-0693,01월_29CM_CRM_퍼포먼스_693,2026-01-11,2026-01-16,CRM,퍼포먼스,브랜드관심,643130,15862,589,6829461,33845358,29CM,한도경
MKT-2601-0766,01월_29CM_틱톡_퍼포먼스_766,2026-01-23,2026-01-31,틱톡,퍼포먼스,신규유입,1310801,22181,638,13390962,62231535,29CM,김지현
MKT-2601-1211,01월_무신사_인스타그램_CRM_1211,2026-01-02,2026-01-11,인스타그램,CRM,2030여성,663322,43746,5246,7406658,71942163,무신사,이준혁
MKT-2601-0794,01월_29CM_인스타그램_리타겟팅_794,2026-01-21,2026-01-27,인스타그램,리타겟팅,신규유입,1809961,96557,8626,17419732,259373229,29CM,한도경
MKT-2601-0972,01월_29CM_카카오_리타겟팅_972,2026-01-07,2026-01-11,카카오,리타겟팅,VIP,2165747,66166,3998,25650071,343595820,29CM,최유진
MKT-2601-1164,01월_29CM_틱톡_리타겟팅_1164,2026-01-04,2026-01-07,틱톡,리타겟팅,VIP,1594915,58106,5469,8019852,101031044,29CM,한도경
MKT-2601-1551,01월_무신사_틱톡_CRM_1551,2026-01-07,2026-01-09,틱톡,CRM,신규유입,4286501,184382,18705,23944426,133773635,무신사,한도경
MKT-2601-0464,01월_29CM_유튜브_퍼포먼스_464,2026-01-20,2026-01-31,유튜브,퍼포먼스,2030여성,992235,19515,790,3882575,20431632,29CM,송민아
MKT-2601-0608,01월_무신사_카카오_퍼포먼스_608,2026-01-09,2026-01-22,카카오,퍼포먼스,신규유입,3015650,65837,3055,22726128,72551642,무신사,정하늘
