주문번호,주문일,주문시간,채널,카테고리,상품명,SKU,수량,단가,합계,배송지역,주문상태
MS-260307-0103,2026-03-07,18:40,무신사,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,22800,22800,경기,교환완료
OY-260307-0065,2026-03-07,18:54,올리브영,섬유향수,선 드라이 섬유향수,LB-FF-005,2,15800,31600,강원,배송완료
OY-260307-0063,2026-03-07,19:02,올리브영,디퓨저,와일드 가든 디퓨저,LB-DF-003,2,21000,42000,서울,배송완료
MS-260307-0119,2026-03-07,19:17,무신사,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,56000,56000,서울,배송완료
CM-260307-0047,2026-03-07,19:19,29CM,선물세트,섬유향수 듀오 세트,LB-SET-001,2,30600,61200,경기,배송중
OY-260307-0072,2026-03-07,19:19,올리브영,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,21000,21000,울산,교환완료
MS-260307-0107,2026-03-07,19:27,무신사,섬유향수,선 드라이 섬유향수,LB-FF-005,2,15000,30000,부산,배송완료
OY-260307-0075,2026-03-07,19:31,올리브영,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,2,21000,42000,경기,배송완료
LB-260307-0050,2026-03-07,19:48,자사몰,섬유향수,선 드라이 섬유향수,LB-FF-005,1,15800,15800,충북,반품완료
MS-260307-0106,2026-03-07,19:49,무신사,섬유향수,민티 섬유향수,LB-FF-008,1,15000,15000,서울,배송중
OY-260307-0077,2026-03-07,20:04,올리브영,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,2,16000,32000,경기,반품완료
MS-260307-0121,2026-03-07,20:20,무신사,섬유향수,칠 섬유향수,LB-FF-003,2,15000,30000,서울,배송완료
CM-260307-0044,2026-03-07,20:21,29CM,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,15500,15500,경기,배송완료
KK-260307-0082,2026-03-07,20:50,카카오선물하기,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,16000,16000,경기,배송완료
MS-260307-0117,2026-03-07,20:51,무신사,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,1,19900,19900,경기,배송완료
CM-260307-0048,2026-03-07,20:56,29CM,향수,아트 북 오 드 퍼퓸,LB-EDP-009,1,57200,57200,서울,배송완료
MS-260307-0104,2026-03-07,20:57,무신사,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,32300,32300,부산,배송완료
KK-260307-0086,2026-03-07,21:08,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,광주,교환완료
LB-260307-0052,2026-03-07,21:50,자사몰,향수,스팀 글로스 오 드 퍼퓸,LB-EDP-005,1,55000,55000,경기,배송완료
CM-260307-0049,2026-03-07,21:57,29CM,향수,스팀 글로스 오 드 퍼퓸,LB-EDP-005,1,53300,53300,강원,배송완료
LB-260307-0048,2026-03-07,22:12,자사몰,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,제주,배송완료
MS-260307-0122,2026-03-07,22:46,무신사,섬유향수,선 드라이 섬유향수,LB-FF-005,1,15000,15000,경북,반품완료
LB-260307-0059,2026-03-07,23:34,자사몰,향수,아트 북 오 드 퍼퓸,LB-EDP-009,1,59000,59000,대전,배송완료
LB-260307-0047,2026-03-07,23:55,자사몰,룸스프레이,소호 유자 룸스프레이,LB-RS-002,2,24000,48000,부산,배송완료
OY-260308-0091,2026-03-08,02:44,올리브영,향수,클라우드 사이 오 드 퍼퓸,LB-EDP-002,1,55000,55000,서울,배송완료
MS-260308-0132,2026-03-08,05:17,무신사,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,35100,35100,경기,교환완료
KK-260308-0102,2026-03-08,05:31,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,전북,배송완료
MS-260308-0127,2026-03-08,07:13,무신사,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,35100,35100,서울,배송완료
MS-260308-0135,2026-03-08,08:11,무신사,향수,스노우 사이 오 드 퍼퓸,LB-EDP-001,1,52200,52200,인천,배송완료
OY-260308-0092,2026-03-08,08:12,올리브영,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,21000,21000,인천,배송완료
MS-260308-0144,2026-03-08,08:41,무신사,섬유향수,사이 섬유향수,LB-FF-001,1,15000,15000,서울,배송완료
KK-260308-0090,2026-03-08,08:46,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,서울,교환완료
KK-260308-0097,2026-03-08,09:03,카카오선물하기,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,2,59000,118000,서울,배송완료
MS-260308-0126,2026-03-08,09:23,무신사,향수,아트 북 오 드 퍼퓸,LB-EDP-009,2,56000,112000,서울,배송완료
OY-260308-0080,2026-03-08,09:37,올리브영,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,24000,24000,인천,배송완료
LB-260308-0065,2026-03-08,09:43,자사몰,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,2,15800,31600,충남,반품완료
MS-260308-0140,2026-03-08,09:43,무신사,섬유향수,민티 섬유향수,LB-FF-008,2,15000,30000,부산,배송완료
MS-260308-0128,2026-03-08,09:44,무신사,섬유향수,선 드라이 섬유향수,LB-FF-005,1,15000,15000,부산,배송완료
KK-260308-0098,2026-03-08,09:55,카카오선물하기,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,21000,21000,경기,배송중
KK-260308-0091,2026-03-08,10:04,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,경기,배송완료
MS-260308-0129,2026-03-08,10:19,무신사,섬유향수,민티 섬유향수,LB-FF-008,1,15000,15000,서울,배송완료
LB-260308-0060,2026-03-08,10:20,자사몰,섬유향수,와일드 가든 섬유향수,LB-FF-006,2,15800,31600,서울,배송완료
KK-260308-0100,2026-03-08,10:26,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,3,31600,94800,경기,배송완료
OY-260308-0078,2026-03-08,11:06,올리브영,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,24000,24000,서울,배송완료
OY-260308-0088,2026-03-08,11:18,올리브영,섬유향수,크리미 우드 섬유향수,LB-FF-002,2,15800,31600,경기,배송중
MS-260308-0139,2026-03-08,11:48,무신사,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,32300,32300,광주,교환완료
CM-260308-0054,2026-03-08,11:53,29CM,선물세트,섬유향수 듀오 세트,LB-SET-001,1,30600,30600,경기,반품완료
LB-260308-0061,2026-03-08,12:11,자사몰,섬유향수,칠 섬유향수,LB-FF-003,1,15800,15800,경기,배송완료
CM-260308-0052,2026-03-08,12:31,29CM,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15300,15300,충남,배송완료
OY-260308-0087,2026-03-08,12:55,올리브영,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,16000,16000,강원,배송완료
KK-260308-0101,2026-03-08,13:27,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,1,31600,31600,경남,배송완료
MS-260308-0130,2026-03-08,13:43,무신사,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,30200,30200,경기,반품완료
CM-260308-0057,2026-03-08,14:26,29CM,향수,플라워 소사이어티 오 드 퍼퓸,LB-EDP-007,1,57200,57200,부산,배송완료
KK-260308-0095,2026-03-08,15:53,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,경기,배송중
OY-260308-0079,2026-03-08,16:07,올리브영,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,16000,16000,경북,배송완료
MS-260308-0141,2026-03-08,16:08,무신사,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15000,15000,경기,배송완료
OY-260308-0083,2026-03-08,16:18,올리브영,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,24000,24000,서울,배송완료
OY-260308-0086,2026-03-08,16:39,올리브영,섬유향수,사이 섬유향수,LB-FF-001,2,15800,31600,서울,배송완료
MS-260308-0124,2026-03-08,16:48,무신사,섬유향수,민티 섬유향수,LB-FF-008,2,15000,30000,부산,배송완료
KK-260308-0103,2026-03-08,17:29,카카오선물하기,향수,클라우드 사이 오 드 퍼퓸,LB-EDP-002,2,55000,110000,경남,배송완료
OY-260308-0085,2026-03-08,17:40,올리브영,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,대전,반품완료
MS-260308-0134,2026-03-08,17:43,무신사,섬유향수,헤베 섬유향수,LB-FF-004,2,15000,30000,서울,반품완료
OY-260308-0090,2026-03-08,17:49,올리브영,섬유향수,사이 섬유향수,LB-FF-001,1,15800,15800,경기,배송완료
MS-260308-0125,2026-03-08,18:16,무신사,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,2,15000,30000,부산,배송완료
MS-260308-0136,2026-03-08,18:17,무신사,디퓨저,와일드 가든 디퓨저,LB-DF-003,2,19900,39800,경기,배송완료
MS-260308-0133,2026-03-08,18:18,무신사,섬유향수,선 드라이 섬유향수,LB-FF-005,2,15000,30000,서울,배송완료
KK-260308-0096,2026-03-08,18:25,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,서울,배송중
KK-260308-0104,2026-03-08,19:11,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,서울,배송완료
LB-260308-0063,2026-03-08,19:20,자사몰,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,서울,배송완료
KK-260308-0099,2026-03-08,19:25,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,인천,배송완료
LB-260308-0064,2026-03-08,19:32,자사몰,섬유향수,헤베 섬유향수,LB-FF-004,1,15800,15800,경기,배송완료
OY-260308-0082,2026-03-08,19:47,올리브영,섬유향수,민티 섬유향수,LB-FF-008,1,15800,15800,경기,배송중
MS-260308-0137,2026-03-08,19:51,무신사,섬유향수,헤베 섬유향수,LB-FF-004,2,15000,30000,울산,배송완료
KK-260308-0094,2026-03-08,20:10,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,서울,배송완료
MS-260308-0138,2026-03-08,20:11,무신사,섬유향수,칠 섬유향수,LB-FF-003,2,15000,30000,서울,배송완료
CM-260308-0055,2026-03-08,20:11,29CM,섬유향수,민티 섬유향수,LB-FF-008,1,15300,15300,광주,배송완료
OY-260308-0084,2026-03-08,20:16,올리브영,섬유향수,선 드라이 섬유향수,LB-FF-005,1,15800,15800,부산,반품완료
LB-260308-0068,2026-03-08,20:19,자사몰,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,59000,59000,서울,배송완료
LB-260308-0066,2026-03-08,20:23,자사몰,섬유향수,선 드라이 섬유향수,LB-FF-005,1,15800,15800,서울,배송완료
MS-260308-0143,2026-03-08,20:23,무신사,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,2,56000,112000,대전,배송완료
MS-260308-0142,2026-03-08,20:42,무신사,향수,클라우드 사이 오 드 퍼퓸,LB-EDP-002,2,52200,104400,경기,배송완료
OY-260308-0081,2026-03-08,20:44,올리브영,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,24000,24000,서울,배송완료
LB-260308-0067,2026-03-08,20:48,자사몰,섬유향수,와일드 가든 섬유향수,LB-FF-006,3,15800,47400,세종,배송완료
CM-260308-0053,2026-03-08,20:56,29CM,디퓨저,포레스트 던 디퓨저,LB-DF-001,2,20300,40600,경기,배송완료
MS-260308-0131,2026-03-08,21:00,무신사,섬유향수,선 드라이 섬유향수,LB-FF-005,1,15000,15000,대전,교환완료
LB-260308-0062,2026-03-08,21:04,자사몰,디퓨저,와일드 가든 디퓨저,LB-DF-003,2,21000,42000,서울,배송중
KK-260308-0093,2026-03-08,21:05,카카오선물하기,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15800,15800,경기,교환완료
OY-260308-0089,2026-03-08,21:22,올리브영,섬유향수,칠 섬유향수,LB-FF-003,1,15800,15800,광주,배송완료
MS-260308-0123,2026-03-08,21:39,무신사,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,42700,42700,서울,교환완료
KK-260308-0092,2026-03-08,22:56,카카오선물하기,향수,티 슬로우 오 드 퍼퓸,LB-EDP-008,2,55000,110000,경기,배송완료
CM-260308-0056,2026-03-08,23:13,29CM,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,35600,35600,대구,교환완료
LB-260309-0070,2026-03-09,00:05,자사몰,섬유향수,사이 섬유향수,LB-FF-001,1,15800,15800,대전,교환완료
CM-260309-0062,2026-03-09,01:55,29CM,향수,캠퍼스 피크닉 오 드 퍼퓸,LB-EDP-006,3,53300,159900,인천,배송완료
OY-260309-0106,2026-03-09,03:45,올리브영,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,16000,16000,경기,배송완료
KK-260309-0110,2026-03-09,05:57,카카오선물하기,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,24000,24000,부산,배송완료
KK-260309-0107,2026-03-09,06:17,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,1,31600,31600,광주,배송완료
OY-260309-0103,2026-03-09,06:24,올리브영,섬유향수,선 드라이 섬유향수,LB-FF-005,1,15800,15800,경기,반품완료
OY-260309-0093,2026-03-09,06:41,올리브영,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,21000,21000,경기,반품완료
OY-260309-0097,2026-03-09,07:31,올리브영,디퓨저,메이 라일락 디퓨저,LB-DF-004,2,21000,42000,경기,배송완료
KK-260309-0111,2026-03-09,07:59,카카오선물하기,향수,스노우 사이 오 드 퍼퓸,LB-EDP-001,2,55000,110000,경기,배송완료
OY-260309-0099,2026-03-09,09:08,올리브영,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15800,15800,울산,배송완료
MS-260309-0150,2026-03-09,09:32,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15000,15000,서울,배송완료
MS-260309-0149,2026-03-09,09:55,무신사,섬유향수,사이 섬유향수,LB-FF-001,2,15000,30000,대전,배송완료
MS-260309-0152,2026-03-09,10:13,무신사,섬유향수,요이 섬유향수,LB-FF-007,1,15000,15000,부산,배송완료
CM-260309-0060,2026-03-09,11:07,29CM,향수,아트 북 오 드 퍼퓸,LB-EDP-009,1,57200,57200,광주,배송중
MS-260309-0155,2026-03-09,12:07,무신사,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,19900,19900,경기,반품완료
LB-260309-0071,2026-03-09,12:40,자사몰,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,24000,24000,경남,배송완료
LB-260309-0078,2026-03-09,12:51,자사몰,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,59000,59000,강원,배송완료
CM-260309-0058,2026-03-09,12:52,29CM,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,57200,57200,서울,배송완료
MS-260309-0154,2026-03-09,13:06,무신사,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,2,19900,39800,서울,배송완료
MS-260309-0146,2026-03-09,13:07,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,2,15000,30000,경남,반품완료
KK-260309-0105,2026-03-09,13:42,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,경기,배송완료
OY-260309-0100,2026-03-09,14:33,올리브영,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,37000,37000,대구,배송중
KK-260309-0109,2026-03-09,15:18,카카오선물하기,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,21000,21000,서울,배송중
MS-260309-0153,2026-03-09,15:48,무신사,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15000,15000,경남,배송완료
OY-260309-0096,2026-03-09,16:00,올리브영,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,2,15800,31600,부산,배송완료
LB-260309-0077,2026-03-09,16:14,자사몰,향수,스팀 글로스 오 드 퍼퓸,LB-EDP-005,1,55000,55000,전북,배송완료
LB-260309-0076,2026-03-09,16:39,자사몰,섬유향수,헤베 섬유향수,LB-FF-004,2,15800,31600,서울,배송완료
LB-260309-0075,2026-03-09,16:42,자사몰,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,2,45000,90000,경기,교환완료
KK-260309-0108,2026-03-09,16:49,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,대구,배송완료
MS-260309-0147,2026-03-09,16:56,무신사,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,15200,15200,경기,배송완료
OY-260309-0098,2026-03-09,17:21,올리브영,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,16000,16000,경기,배송완료
LB-260309-0074,2026-03-09,17:35,자사몰,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,16000,16000,충북,반품완료
KK-260309-0106,2026-03-09,17:43,카카오선물하기,향수,플라워 소사이어티 오 드 퍼퓸,LB-EDP-007,1,59000,59000,인천,배송완료
CM-260309-0061,2026-03-09,18:18,29CM,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,2,20300,40600,서울,배송중
OY-260309-0095,2026-03-09,18:30,올리브영,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,24000,24000,경기,반품완료
LB-260309-0073,2026-03-09,18:55,자사몰,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,37000,37000,경기,배송중
OY-260309-0105,2026-03-09,19:34,올리브영,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,3,16000,48000,서울,배송완료
CM-260309-0059,2026-03-09,19:58,29CM,핸드크림,티 슬로우 핸드크림,LB-HC-002,2,15500,31000,서울,교환완료
MS-260309-0151,2026-03-09,20:00,무신사,섬유향수,칠 섬유향수,LB-FF-003,1,15000,15000,경기,배송완료
LB-260309-0072,2026-03-09,20:13,자사몰,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,1,21000,21000,경기,배송완료
MS-260309-0145,2026-03-09,20:56,무신사,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,19900,19900,세종,배송완료
OY-260309-0101,2026-03-09,21:08,올리브영,섬유향수,선 드라이 섬유향수,LB-FF-005,1,15800,15800,경남,반품완료
KK-260309-0112,2026-03-09,21:24,카카오선물하기,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,21000,21000,경기,반품완료
LB-260309-0069,2026-03-09,21:30,자사몰,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,24000,24000,대전,반품완료
OY-260309-0102,2026-03-09,21:34,올리브영,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,21000,21000,서울,배송완료
MS-260309-0148,2026-03-09,22:18,무신사,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,1,19900,19900,경기,배송완료
OY-260309-0104,2026-03-09,22:33,올리브영,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15800,15800,서울,배송중
OY-260309-0094,2026-03-09,22:42,올리브영,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,24000,24000,충북,배송중
MS-260310-0184,2026-03-10,00:52,무신사,섬유향수,칠 섬유향수,LB-FF-003,1,15000,15000,광주,배송완료
KK-260310-0121,2026-03-10,03:02,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,서울,교환완료
KK-260310-0132,2026-03-10,06:52,카카오선물하기,향수,클라우드 사이 오 드 퍼퓸,LB-EDP-002,1,55000,55000,서울,반품완료
MS-260310-0173,2026-03-10,07:05,무신사,섬유향수,사이 섬유향수,LB-FF-001,2,15000,30000,경기,배송중
LB-260310-0079,2026-03-10,07:13,자사몰,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,37000,37000,대구,배송완료
LB-260310-0083,2026-03-10,07:18,자사몰,향수,아트 북 오 드 퍼퓸,LB-EDP-009,1,59000,59000,경기,배송완료
KK-260310-0118,2026-03-10,07:23,카카오선물하기,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,21000,21000,경기,반품완료
MS-260310-0166,2026-03-10,07:38,무신사,섬유향수,헤베 섬유향수,LB-FF-004,2,15000,30000,충북,배송완료
OY-260310-0114,2026-03-10,07:43,올리브영,향수,스팀 글로스 오 드 퍼퓸,LB-EDP-005,1,55000,55000,대구,배송완료
MS-260310-0167,2026-03-10,08:00,무신사,향수,스노우 사이 오 드 퍼퓸,LB-EDP-001,1,52200,52200,경기,배송완료
MS-260310-0161,2026-03-10,08:10,무신사,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,42700,42700,서울,교환완료
OY-260310-0110,2026-03-10,08:12,올리브영,섬유향수,요이 섬유향수,LB-FF-007,1,15800,15800,경기,배송중
MS-260310-0176,2026-03-10,08:33,무신사,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,1,19900,19900,경기,배송완료
MS-260310-0178,2026-03-10,08:36,무신사,섬유향수,민티 섬유향수,LB-FF-008,1,15000,15000,부산,배송완료
KK-260310-0131,2026-03-10,08:47,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,서울,배송완료
MS-260310-0164,2026-03-10,09:10,무신사,디퓨저,포레스트 던 디퓨저,LB-DF-001,2,19900,39800,서울,배송완료
MS-260310-0187,2026-03-10,09:34,무신사,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,1,19900,19900,서울,배송완료
MS-260310-0159,2026-03-10,09:38,무신사,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,15200,15200,서울,배송완료
KK-260310-0122,2026-03-10,09:43,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,경기,배송완료
MS-260310-0165,2026-03-10,09:53,무신사,디퓨저,메이 라일락 디퓨저,LB-DF-004,2,19900,39800,경기,배송완료
MS-260310-0186,2026-03-10,10:05,무신사,섬유향수,요이 섬유향수,LB-FF-007,2,15000,30000,경기,배송완료
MS-260310-0171,2026-03-10,10:10,무신사,향수,아트 북 오 드 퍼퓸,LB-EDP-009,1,56000,56000,부산,배송완료
CM-260310-0064,2026-03-10,10:16,29CM,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,57200,57200,서울,배송완료
MS-260310-0174,2026-03-10,10:20,무신사,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,15200,15200,경기,배송완료
KK-260310-0120,2026-03-10,10:32,카카오선물하기,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,1,59000,59000,부산,배송완료
LB-260310-0088,2026-03-10,11:17,자사몰,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15800,15800,인천,배송완료
MS-260310-0172,2026-03-10,11:25,무신사,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,1,56000,56000,경기,배송완료
KK-260310-0114,2026-03-10,11:28,카카오선물하기,향수,클라우드 사이 오 드 퍼퓸,LB-EDP-002,2,55000,110000,경기,반품완료
MS-260310-0179,2026-03-10,11:31,무신사,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15000,15000,경기,배송중
KK-260310-0136,2026-03-10,11:40,카카오선물하기,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,16000,16000,경기,배송완료
MS-260310-0168,2026-03-10,12:13,무신사,섬유향수,선 드라이 섬유향수,LB-FF-005,3,15000,45000,경기,배송중
KK-260310-0135,2026-03-10,12:26,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,충남,배송완료
MS-260310-0162,2026-03-10,12:30,무신사,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,2,35100,70200,전북,배송완료
OY-260310-0107,2026-03-10,12:41,올리브영,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,21000,21000,충남,배송완료
MS-260310-0170,2026-03-10,12:41,무신사,디퓨저,메이 라일락 디퓨저,LB-DF-004,2,19900,39800,경기,교환완료
OY-260310-0108,2026-03-10,12:55,올리브영,섬유향수,헤베 섬유향수,LB-FF-004,1,15800,15800,경기,배송완료
MS-260310-0182,2026-03-10,13:03,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,2,15000,30000,서울,배송완료
MS-260310-0180,2026-03-10,13:05,무신사,디퓨저,메이 라일락 디퓨저,LB-DF-004,2,19900,39800,경기,배송완료
LB-260310-0082,2026-03-10,13:12,자사몰,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,24000,24000,강원,배송중
MS-260310-0163,2026-03-10,13:21,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15000,15000,대구,배송완료
MS-260310-0175,2026-03-10,13:34,무신사,섬유향수,사이 섬유향수,LB-FF-001,1,15000,15000,서울,배송완료
KK-260310-0125,2026-03-10,13:37,카카오선물하기,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,21000,21000,서울,배송중
OY-260310-0116,2026-03-10,13:39,올리브영,선물세트,섬유향수&핸드크림 세트,LB-SET-002,2,31800,63600,인천,배송완료
MS-260310-0177,2026-03-10,14:13,무신사,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15000,15000,경기,배송완료
OY-260310-0118,2026-03-10,14:14,올리브영,디퓨저,와일드 가든 디퓨저,LB-DF-003,2,21000,42000,대전,배송완료
MS-260310-0181,2026-03-10,14:28,무신사,섬유향수,와일드 가든 섬유향수,LB-FF-006,2,15000,30000,경기,배송완료
MS-260310-0185,2026-03-10,14:48,무신사,섬유향수,사이 섬유향수,LB-FF-001,1,15000,15000,경기,배송완료
LB-260310-0080,2026-03-10,14:53,자사몰,디퓨저,포레스트 던 디퓨저,LB-DF-001,2,21000,42000,서울,배송완료
LB-260310-0086,2026-03-10,15:59,자사몰,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,24000,24000,울산,배송완료
KK-260310-0123,2026-03-10,16:02,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,충북,배송중
LB-260310-0081,2026-03-10,16:05,자사몰,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,1,59000,59000,서울,배송완료
LB-260310-0084,2026-03-10,16:11,자사몰,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,경북,반품완료
MS-260310-0156,2026-03-10,16:16,무신사,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,42700,42700,서울,배송완료
LB-260310-0085,2026-03-10,16:16,자사몰,향수,클라우드 사이 오 드 퍼퓸,LB-EDP-002,1,55000,55000,서울,배송완료
MS-260310-0157,2026-03-10,16:21,무신사,향수,클라우드 사이 오 드 퍼퓸,LB-EDP-002,1,52200,52200,경기,반품완료
MS-260310-0169,2026-03-10,17:03,무신사,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15000,15000,서울,반품완료
OY-260310-0119,2026-03-10,17:18,올리브영,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,2,24000,48000,부산,배송중
KK-260310-0115,2026-03-10,17:21,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,충북,배송완료
LB-260310-0087,2026-03-10,17:34,자사몰,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,59000,59000,서울,배송완료
LB-260310-0089,2026-03-10,17:40,자사몰,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,충북,배송완료
OY-260310-0117,2026-03-10,17:56,올리브영,선물세트,섬유향수 듀오 세트,LB-SET-001,1,31600,31600,경기,배송완료
KK-260310-0126,2026-03-10,18:10,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,1,31600,31600,서울,배송중
KK-260310-0127,2026-03-10,18:24,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,인천,배송완료
