주문번호,주문일,주문시간,요일,채널,인원수,SKU,카테고리,메뉴명,수량,단가,합계,원가합계,주문총액,주문원가합계,앱수수료,PG수수료,광고수수료,사장배달비분담,정산순매출
BM-260410-0175,2026-04-10,19:31,금,배민,3,S007,식사,보쌈 (소),1,33000,33000,11000,92000,32000,6256,2484,4600,3500,75160
BM-260410-0175,2026-04-10,19:31,금,배민,3,S004,식사,묵은지등갈비찜 (대),1,59000,59000,21000,92000,32000,6256,2484,4600,3500,75160
BM-260410-0176,2026-04-10,18:32,금,배민,2,S009,식사,한우 육회비빔밥,1,23000,23000,10500,32500,12900,2210,878,1625,3500,24287
BM-260410-0176,2026-04-10,18:32,금,배민,2,D006,사이드,계란말이,1,9500,9500,2400,32500,12900,2210,878,1625,3500,24287
CE-260410-0162,2026-04-10,20:21,금,쿠팡이츠,2,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,50500,15300,4949,1364,0,3500,40687
CE-260410-0162,2026-04-10,20:21,금,쿠팡이츠,2,D007,사이드,도토리묵,1,11500,11500,2800,50500,15300,4949,1364,0,3500,40687
BM-260410-0177,2026-04-10,13:18,금,배민,1,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,44500,13700,3026,1202,2225,3500,34547
BM-260410-0177,2026-04-10,13:18,금,배민,1,B003,음료,수정과,1,5500,5500,1200,44500,13700,3026,1202,2225,3500,34547
BM-260410-0178,2026-04-10,13:26,금,배민,2,S009,식사,한우 육회비빔밥,1,23000,23000,10500,23000,10500,1564,621,1150,3500,16165
BM-260410-0179,2026-04-10,12:34,금,배민,2,S010,식사,들기름 막국수,1,13500,13500,4200,34000,9000,2312,918,1700,3500,25570
BM-260410-0179,2026-04-10,12:34,금,배민,2,D006,사이드,계란말이,1,9500,9500,2400,34000,9000,2312,918,1700,3500,25570
BM-260410-0179,2026-04-10,12:34,금,배민,2,B004,음료,식혜,2,5500,11000,2400,34000,9000,2312,918,1700,3500,25570
BM-260410-0180,2026-04-10,19:16,금,배민,1,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,65000,18800,4420,1755,3250,3500,52075
BM-260410-0180,2026-04-10,19:16,금,배민,1,D004,사이드,해물파전,1,17500,17500,4500,65000,18800,4420,1755,3250,3500,52075
BM-260410-0180,2026-04-10,19:16,금,배민,1,A007,주류,막걸리 (병),1,8500,8500,1800,65000,18800,4420,1755,3250,3500,52075
BM-260410-0181,2026-04-10,20:38,금,배민,2,S002,식사,한우육개장,1,22000,22000,8200,33500,11000,2278,904,1675,3500,25143
BM-260410-0181,2026-04-10,20:38,금,배민,2,D007,사이드,도토리묵,1,11500,11500,2800,33500,11000,2278,904,1675,3500,25143
BM-260410-0182,2026-04-10,19:35,금,배민,3,S004,식사,묵은지등갈비찜 (대),1,59000,59000,21000,87500,30600,5950,2362,4375,3500,71313
BM-260410-0182,2026-04-10,19:35,금,배민,3,S001,식사,갈비탕,1,20000,20000,7800,87500,30600,5950,2362,4375,3500,71313
BM-260410-0182,2026-04-10,19:35,금,배민,3,A007,주류,막걸리 (병),1,8500,8500,1800,87500,30600,5950,2362,4375,3500,71313
BM-260410-0183,2026-04-10,21:30,금,배민,4,S009,식사,한우 육회비빔밥,1,23000,23000,10500,62500,19800,4250,1688,3125,3500,49937
BM-260410-0183,2026-04-10,21:30,금,배민,4,D004,사이드,해물파전,1,17500,17500,4500,62500,19800,4250,1688,3125,3500,49937
BM-260410-0183,2026-04-10,21:30,금,배민,4,B004,음료,식혜,4,5500,22000,4800,62500,19800,4250,1688,3125,3500,49937
BM-260410-0184,2026-04-10,13:20,금,배민,1,S010,식사,들기름 막국수,1,13500,13500,4200,13500,4200,918,364,675,3500,8043
BM-260410-0185,2026-04-10,17:55,금,배민,2,S009,식사,한우 육회비빔밥,1,23000,23000,10500,34500,13300,2346,932,1725,3500,25997
BM-260410-0185,2026-04-10,17:55,금,배민,2,D007,사이드,도토리묵,1,11500,11500,2800,34500,13300,2346,932,1725,3500,25997
CE-260410-0163,2026-04-10,18:28,금,쿠팡이츠,3,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,73500,25800,7203,1984,0,3500,60813
CE-260410-0163,2026-04-10,18:28,금,쿠팡이츠,3,S009,식사,한우 육회비빔밥,1,23000,23000,10500,73500,25800,7203,1984,0,3500,60813
CE-260410-0163,2026-04-10,18:28,금,쿠팡이츠,3,D007,사이드,도토리묵,1,11500,11500,2800,73500,25800,7203,1984,0,3500,60813
CE-260410-0164,2026-04-10,17:09,금,쿠팡이츠,3,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,48500,14900,4753,1310,0,3500,38937
CE-260410-0164,2026-04-10,17:09,금,쿠팡이츠,3,D006,사이드,계란말이,1,9500,9500,2400,48500,14900,4753,1310,0,3500,38937
CE-260410-0165,2026-04-10,17:23,금,쿠팡이츠,2,S005,식사,간장게장 정식,1,33000,33000,14000,50500,18500,4949,1364,0,3500,40687
CE-260410-0165,2026-04-10,17:23,금,쿠팡이츠,2,D004,사이드,해물파전,1,17500,17500,4500,50500,18500,4949,1364,0,3500,40687
BM-260410-0186,2026-04-10,18:49,금,배민,2,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,39000,12500,2652,1053,1950,3500,29845
CE-260410-0166,2026-04-10,12:50,금,쿠팡이츠,2,S007,식사,보쌈 (소),1,33000,33000,11000,33000,11000,3234,891,0,3500,25375
BM-260410-0187,2026-04-10,19:03,금,배민,1,S005,식사,간장게장 정식,1,33000,33000,14000,33000,14000,2244,891,1650,3500,24715
BM-260410-0188,2026-04-10,21:18,금,배민,2,S005,식사,간장게장 정식,1,33000,33000,14000,50500,18500,3434,1364,2525,3500,39677
BM-260410-0188,2026-04-10,21:18,금,배민,2,D004,사이드,해물파전,1,17500,17500,4500,50500,18500,3434,1364,2525,3500,39677
CE-260410-0167,2026-04-10,19:58,금,쿠팡이츠,2,S002,식사,한우육개장,1,22000,22000,8200,41500,12400,4067,1120,0,3500,32813
CE-260410-0167,2026-04-10,19:58,금,쿠팡이츠,2,B003,음료,수정과,2,5500,11000,2400,41500,12400,4067,1120,0,3500,32813
CE-260410-0167,2026-04-10,19:58,금,쿠팡이츠,2,A007,주류,막걸리 (병),1,8500,8500,1800,41500,12400,4067,1120,0,3500,32813
CE-260410-0168,2026-04-10,22:03,금,쿠팡이츠,2,S007,식사,보쌈 (소),1,33000,33000,11000,44500,13800,4361,1202,0,3500,35437
CE-260410-0168,2026-04-10,22:03,금,쿠팡이츠,2,D007,사이드,도토리묵,1,11500,11500,2800,44500,13800,4361,1202,0,3500,35437
CE-260410-0169,2026-04-10,20:52,금,쿠팡이츠,1,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,39000,12500,3822,1053,0,3500,30625
BM-260410-0189,2026-04-10,11:33,금,배민,1,S001,식사,갈비탕,1,20000,20000,7800,25500,9000,1734,688,1275,3500,18303
BM-260410-0189,2026-04-10,11:33,금,배민,1,B004,음료,식혜,1,5500,5500,1200,25500,9000,1734,688,1275,3500,18303
CE-260410-0170,2026-04-10,13:40,금,쿠팡이츠,1,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,39000,12500,3822,1053,0,3500,30625
BM-260410-0190,2026-04-10,19:04,금,배민,2,S007,식사,보쌈 (소),1,33000,33000,11000,41500,12800,2822,1120,2075,3500,31983
BM-260410-0190,2026-04-10,19:04,금,배민,2,A007,주류,막걸리 (병),1,8500,8500,1800,41500,12800,2822,1120,2075,3500,31983
BM-260410-0191,2026-04-10,17:16,금,배민,4,S010,식사,들기름 막국수,1,13500,13500,4200,61000,18500,4148,1647,3050,3500,48655
BM-260410-0191,2026-04-10,17:16,금,배민,4,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,61000,18500,4148,1647,3050,3500,48655
BM-260410-0191,2026-04-10,17:16,금,배민,4,A007,주류,막걸리 (병),1,8500,8500,1800,61000,18500,4148,1647,3050,3500,48655
CE-260410-0171,2026-04-10,13:35,금,쿠팡이츠,2,S010,식사,들기름 막국수,1,13500,13500,4200,31500,8400,3087,850,0,3500,24063
CE-260410-0171,2026-04-10,13:35,금,쿠팡이츠,2,D006,사이드,계란말이,1,9500,9500,2400,31500,8400,3087,850,0,3500,24063
CE-260410-0171,2026-04-10,13:35,금,쿠팡이츠,2,A007,주류,막걸리 (병),1,8500,8500,1800,31500,8400,3087,850,0,3500,24063
BM-260410-0192,2026-04-10,14:41,금,배민,1,S001,식사,갈비탕,1,20000,20000,7800,25500,9000,1734,688,1275,3500,18303
BM-260410-0192,2026-04-10,14:41,금,배민,1,B004,음료,식혜,1,5500,5500,1200,25500,9000,1734,688,1275,3500,18303
CE-260410-0172,2026-04-10,14:32,금,쿠팡이츠,1,S012,식사,전복죽,1,18500,18500,6800,41500,11800,4067,1120,0,3500,32813
CE-260410-0172,2026-04-10,14:32,금,쿠팡이츠,1,D003,사이드,감자전,1,14500,14500,3200,41500,11800,4067,1120,0,3500,32813
CE-260410-0172,2026-04-10,14:32,금,쿠팡이츠,1,A007,주류,막걸리 (병),1,8500,8500,1800,41500,11800,4067,1120,0,3500,32813
BM-260410-0193,2026-04-10,13:18,금,배민,1,S012,식사,전복죽,1,18500,18500,6800,49000,14000,3332,1323,2450,3500,38395
BM-260410-0193,2026-04-10,13:18,금,배민,1,D004,사이드,해물파전,1,17500,17500,4500,49000,14000,3332,1323,2450,3500,38395
BM-260410-0193,2026-04-10,13:18,금,배민,1,B002,음료,콜라,1,4500,4500,900,49000,14000,3332,1323,2450,3500,38395
BM-260410-0193,2026-04-10,13:18,금,배민,1,A007,주류,막걸리 (병),1,8500,8500,1800,49000,14000,3332,1323,2450,3500,38395
BM-260410-0194,2026-04-10,12:58,금,배민,2,S005,식사,간장게장 정식,1,33000,33000,14000,47500,17200,3230,1282,2375,3500,37113
BM-260410-0194,2026-04-10,12:58,금,배민,2,D003,사이드,감자전,1,14500,14500,3200,47500,17200,3230,1282,2375,3500,37113
BM-260410-0195,2026-04-10,19:56,금,배민,2,S007,식사,보쌈 (소),1,33000,33000,11000,56500,16000,3842,1526,2825,3500,44807
BM-260410-0195,2026-04-10,19:56,금,배민,2,D003,사이드,감자전,1,14500,14500,3200,56500,16000,3842,1526,2825,3500,44807
BM-260410-0195,2026-04-10,19:56,금,배민,2,B002,음료,콜라,2,4500,9000,1800,56500,16000,3842,1526,2825,3500,44807
BM-260410-0196,2026-04-10,14:17,금,배민,2,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,53500,15700,3638,1444,2675,3500,42243
BM-260410-0196,2026-04-10,14:17,금,배민,2,D003,사이드,감자전,1,14500,14500,3200,53500,15700,3638,1444,2675,3500,42243
CE-260410-0173,2026-04-10,12:27,금,쿠팡이츠,2,S012,식사,전복죽,1,18500,18500,6800,33000,10000,3234,891,0,3500,25375
CE-260410-0173,2026-04-10,12:27,금,쿠팡이츠,2,D003,사이드,감자전,1,14500,14500,3200,33000,10000,3234,891,0,3500,25375
CE-260410-0174,2026-04-10,18:29,금,쿠팡이츠,1,S001,식사,갈비탕,1,20000,20000,7800,31500,10600,3087,850,0,3500,24063
CE-260410-0174,2026-04-10,18:29,금,쿠팡이츠,1,D007,사이드,도토리묵,1,11500,11500,2800,31500,10600,3087,850,0,3500,24063
BM-260410-0197,2026-04-10,11:56,금,배민,2,S007,식사,보쌈 (소),1,33000,33000,11000,44500,13800,3026,1202,2225,3500,34547
BM-260410-0197,2026-04-10,11:56,금,배민,2,D007,사이드,도토리묵,1,11500,11500,2800,44500,13800,3026,1202,2225,3500,34547
BM-260410-0198,2026-04-10,22:03,금,배민,2,S009,식사,한우 육회비빔밥,1,23000,23000,10500,32000,12300,2176,864,1600,3500,23860
BM-260410-0198,2026-04-10,22:03,금,배민,2,B001,음료,사이다,2,4500,9000,1800,32000,12300,2176,864,1600,3500,23860
CE-260410-0175,2026-04-10,20:13,금,쿠팡이츠,4,S005,식사,간장게장 정식,1,33000,33000,14000,56000,24500,5488,1512,0,3500,45500
CE-260410-0175,2026-04-10,20:13,금,쿠팡이츠,4,S009,식사,한우 육회비빔밥,1,23000,23000,10500,56000,24500,5488,1512,0,3500,45500
CE-260410-0176,2026-04-10,12:12,금,쿠팡이츠,1,S012,식사,전복죽,1,18500,18500,6800,18500,6800,1813,500,0,3500,12687
BM-260410-0199,2026-04-10,21:42,금,배민,4,S002,식사,한우육개장,1,22000,22000,8200,96000,27800,6528,2592,4800,3500,78580
BM-260410-0199,2026-04-10,21:42,금,배민,4,S007,식사,보쌈 (소),1,33000,33000,11000,96000,27800,6528,2592,4800,3500,78580
BM-260410-0199,2026-04-10,21:42,금,배민,4,D003,사이드,감자전,1,14500,14500,3200,96000,27800,6528,2592,4800,3500,78580
BM-260410-0199,2026-04-10,21:42,금,배민,4,B002,음료,콜라,4,4500,18000,3600,96000,27800,6528,2592,4800,3500,78580
BM-260410-0199,2026-04-10,21:42,금,배민,4,A007,주류,막걸리 (병),1,8500,8500,1800,96000,27800,6528,2592,4800,3500,78580
BM-260410-0200,2026-04-10,19:04,금,배민,3,S005,식사,간장게장 정식,1,33000,33000,14000,56000,24500,3808,1512,2800,3500,44380
BM-260410-0200,2026-04-10,19:04,금,배민,3,S009,식사,한우 육회비빔밥,1,23000,23000,10500,56000,24500,3808,1512,2800,3500,44380
CE-260410-0177,2026-04-10,19:00,금,쿠팡이츠,3,S010,식사,들기름 막국수,1,13500,13500,4200,50000,17400,4900,1350,0,3500,40250
CE-260410-0177,2026-04-10,19:00,금,쿠팡이츠,3,S009,식사,한우 육회비빔밥,1,23000,23000,10500,50000,17400,4900,1350,0,3500,40250
CE-260410-0177,2026-04-10,19:00,금,쿠팡이츠,3,B001,음료,사이다,3,4500,13500,2700,50000,17400,4900,1350,0,3500,40250
CE-260410-0178,2026-04-10,19:58,금,쿠팡이츠,2,S009,식사,한우 육회비빔밥,1,23000,23000,10500,34000,12900,3332,918,0,3500,26250
CE-260410-0178,2026-04-10,19:58,금,쿠팡이츠,2,B003,음료,수정과,2,5500,11000,2400,34000,12900,3332,918,0,3500,26250
CE-260410-0179,2026-04-10,12:21,금,쿠팡이츠,1,S012,식사,전복죽,1,18500,18500,6800,18500,6800,1813,500,0,3500,12687
BM-260410-0201,2026-04-10,12:50,금,배민,1,S007,식사,보쌈 (소),1,33000,33000,11000,33000,11000,2244,891,1650,3500,24715
CE-260410-0180,2026-04-10,14:21,금,쿠팡이츠,1,S012,식사,전복죽,1,18500,18500,6800,36000,11300,3528,972,0,3500,28000
CE-260410-0180,2026-04-10,14:21,금,쿠팡이츠,1,D004,사이드,해물파전,1,17500,17500,4500,36000,11300,3528,972,0,3500,28000
BM-260410-0202,2026-04-10,19:55,금,배민,4,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,140000,43100,9520,3780,7000,3500,116200
BM-260410-0202,2026-04-10,19:55,금,배민,4,S008,식사,보쌈 (대),1,53000,53000,19500,140000,43100,9520,3780,7000,3500,116200
BM-260410-0202,2026-04-10,19:55,금,배민,4,D004,사이드,해물파전,1,17500,17500,4500,140000,43100,9520,3780,7000,3500,116200
BM-260410-0202,2026-04-10,19:55,금,배민,4,B004,음료,식혜,4,5500,22000,4800,140000,43100,9520,3780,7000,3500,116200
BM-260410-0202,2026-04-10,19:55,금,배민,4,A007,주류,막걸리 (병),1,8500,8500,1800,140000,43100,9520,3780,7000,3500,116200
CE-260410-0181,2026-04-10,12:47,금,쿠팡이츠,2,S010,식사,들기름 막국수,1,13500,13500,4200,23000,6600,2254,621,0,3500,16625
CE-260410-0181,2026-04-10,12:47,금,쿠팡이츠,2,D006,사이드,계란말이,1,9500,9500,2400,23000,6600,2254,621,0,3500,16625
BM-260410-0203,2026-04-10,19:23,금,배민,1,S002,식사,한우육개장,1,22000,22000,8200,42000,12600,2856,1134,2100,3500,32410
BM-260410-0203,2026-04-10,19:23,금,배민,1,D003,사이드,감자전,1,14500,14500,3200,42000,12600,2856,1134,2100,3500,32410
BM-260410-0203,2026-04-10,19:23,금,배민,1,B004,음료,식혜,1,5500,5500,1200,42000,12600,2856,1134,2100,3500,32410
CE-260410-0182,2026-04-10,12:23,금,쿠팡이츠,3,S002,식사,한우육개장,1,22000,22000,8200,53000,15400,5194,1431,0,3500,42875
CE-260410-0182,2026-04-10,12:23,금,쿠팡이츠,3,D004,사이드,해물파전,1,17500,17500,4500,53000,15400,5194,1431,0,3500,42875
CE-260410-0182,2026-04-10,12:23,금,쿠팡이츠,3,B001,음료,사이다,3,4500,13500,2700,53000,15400,5194,1431,0,3500,42875
CE-260410-0183,2026-04-10,14:04,금,쿠팡이츠,1,S007,식사,보쌈 (소),1,33000,33000,11000,42500,13400,4165,1148,0,3500,33687
CE-260410-0183,2026-04-10,14:04,금,쿠팡이츠,1,D006,사이드,계란말이,1,9500,9500,2400,42500,13400,4165,1148,0,3500,33687
BM-260411-0204,2026-04-11,20:16,토,배민,1,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,48500,14900,3298,1310,2425,3500,37967
BM-260411-0204,2026-04-11,20:16,토,배민,1,D006,사이드,계란말이,1,9500,9500,2400,48500,14900,3298,1310,2425,3500,37967
CE-260411-0184,2026-04-11,19:59,토,쿠팡이츠,1,S009,식사,한우 육회비빔밥,1,23000,23000,10500,23000,10500,2254,621,0,3500,16625
CE-260411-0185,2026-04-11,13:56,토,쿠팡이츠,2,S012,식사,전복죽,1,18500,18500,6800,27500,8600,2695,742,0,3500,20563
CE-260411-0185,2026-04-11,13:56,토,쿠팡이츠,2,B001,음료,사이다,2,4500,9000,1800,27500,8600,2695,742,0,3500,20563
CE-260411-0186,2026-04-11,19:28,토,쿠팡이츠,3,S009,식사,한우 육회비빔밥,1,23000,23000,10500,78500,26600,7693,2120,0,3500,65187
CE-260411-0186,2026-04-11,19:28,토,쿠팡이츠,3,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,78500,26600,7693,2120,0,3500,65187
CE-260411-0186,2026-04-11,19:28,토,쿠팡이츠,3,B003,음료,수정과,3,5500,16500,3600,78500,26600,7693,2120,0,3500,65187
BM-260411-0205,2026-04-11,13:03,토,배민,2,S010,식사,들기름 막국수,1,13500,13500,4200,13500,4200,918,364,675,3500,8043
CE-260411-0187,2026-04-11,14:33,토,쿠팡이츠,4,S010,식사,들기름 막국수,1,13500,13500,4200,31000,8700,3038,837,0,3500,23625
CE-260411-0187,2026-04-11,14:33,토,쿠팡이츠,4,D004,사이드,해물파전,1,17500,17500,4500,31000,8700,3038,837,0,3500,23625
BM-260411-0206,2026-04-11,12:26,토,배민,2,S001,식사,갈비탕,1,20000,20000,7800,29000,9600,1972,783,1450,3500,21295
BM-260411-0206,2026-04-11,12:26,토,배민,2,B001,음료,사이다,2,4500,9000,1800,29000,9600,1972,783,1450,3500,21295
CE-260411-0188,2026-04-11,12:04,토,쿠팡이츠,1,S007,식사,보쌈 (소),1,33000,33000,11000,33000,11000,3234,891,0,3500,25375
CE-260411-0189,2026-04-11,13:20,토,쿠팡이츠,2,S001,식사,갈비탕,1,20000,20000,7800,20000,7800,1960,540,0,3500,14000
BM-260411-0207,2026-04-11,18:06,토,배민,1,S012,식사,전복죽,1,18500,18500,6800,32500,10100,2210,878,1625,3500,24287
BM-260411-0207,2026-04-11,18:06,토,배민,1,D006,사이드,계란말이,1,9500,9500,2400,32500,10100,2210,878,1625,3500,24287
BM-260411-0207,2026-04-11,18:06,토,배민,1,B001,음료,사이다,1,4500,4500,900,32500,10100,2210,878,1625,3500,24287
CE-260411-0190,2026-04-11,18:01,토,쿠팡이츠,1,S010,식사,들기름 막국수,1,13500,13500,4200,36500,9200,3577,986,0,3500,28437
CE-260411-0190,2026-04-11,18:01,토,쿠팡이츠,1,D003,사이드,감자전,1,14500,14500,3200,36500,9200,3577,986,0,3500,28437
CE-260411-0190,2026-04-11,18:01,토,쿠팡이츠,1,A007,주류,막걸리 (병),1,8500,8500,1800,36500,9200,3577,986,0,3500,28437
CE-260411-0191,2026-04-11,21:23,토,쿠팡이츠,1,S009,식사,한우 육회비빔밥,1,23000,23000,10500,32500,12900,3185,878,0,3500,24937
CE-260411-0191,2026-04-11,21:23,토,쿠팡이츠,1,D006,사이드,계란말이,1,9500,9500,2400,32500,12900,3185,878,0,3500,24937
CE-260411-0192,2026-04-11,12:08,토,쿠팡이츠,2,S012,식사,전복죽,1,18500,18500,6800,41000,12000,4018,1107,0,3500,32375
CE-260411-0192,2026-04-11,12:08,토,쿠팡이츠,2,D007,사이드,도토리묵,1,11500,11500,2800,41000,12000,4018,1107,0,3500,32375
CE-260411-0192,2026-04-11,12:08,토,쿠팡이츠,2,B003,음료,수정과,2,5500,11000,2400,41000,12000,4018,1107,0,3500,32375
BM-260411-0208,2026-04-11,12:49,토,배민,2,S007,식사,보쌈 (소),1,33000,33000,11000,50500,14600,3434,1364,2525,3500,39677
BM-260411-0208,2026-04-11,12:49,토,배민,2,B002,음료,콜라,2,4500,9000,1800,50500,14600,3434,1364,2525,3500,39677
BM-260411-0208,2026-04-11,12:49,토,배민,2,A007,주류,막걸리 (병),1,8500,8500,1800,50500,14600,3434,1364,2525,3500,39677
CE-260411-0193,2026-04-11,20:49,토,쿠팡이츠,2,S007,식사,보쌈 (소),1,33000,33000,11000,42000,12800,4116,1134,0,3500,33250
CE-260411-0193,2026-04-11,20:49,토,쿠팡이츠,2,B001,음료,사이다,2,4500,9000,1800,42000,12800,4116,1134,0,3500,33250
BM-260411-0209,2026-04-11,19:41,토,배민,2,S012,식사,전복죽,1,18500,18500,6800,36000,10400,2448,972,1800,3500,27280
BM-260411-0209,2026-04-11,19:41,토,배민,2,B002,음료,콜라,2,4500,9000,1800,36000,10400,2448,972,1800,3500,27280
BM-260411-0209,2026-04-11,19:41,토,배민,2,A007,주류,막걸리 (병),1,8500,8500,1800,36000,10400,2448,972,1800,3500,27280
CE-260411-0194,2026-04-11,13:11,토,쿠팡이츠,2,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,56500,17000,5537,1526,0,3500,45937
CE-260411-0194,2026-04-11,13:11,토,쿠팡이츠,2,D004,사이드,해물파전,1,17500,17500,4500,56500,17000,5537,1526,0,3500,45937
BM-260411-0210,2026-04-11,13:21,토,배민,1,S010,식사,들기름 막국수,1,13500,13500,4200,13500,4200,918,364,675,3500,8043
CE-260411-0195,2026-04-11,19:59,토,쿠팡이츠,2,S005,식사,간장게장 정식,1,33000,33000,14000,59500,20300,5831,1606,0,3500,48563
CE-260411-0195,2026-04-11,19:59,토,쿠팡이츠,2,D004,사이드,해물파전,1,17500,17500,4500,59500,20300,5831,1606,0,3500,48563
CE-260411-0195,2026-04-11,19:59,토,쿠팡이츠,2,B001,음료,사이다,2,4500,9000,1800,59500,20300,5831,1606,0,3500,48563
CE-260411-0196,2026-04-11,20:34,토,쿠팡이츠,2,S010,식사,들기름 막국수,1,13500,13500,4200,37000,9200,3626,999,0,3500,28875
CE-260411-0196,2026-04-11,20:34,토,쿠팡이츠,2,D003,사이드,감자전,1,14500,14500,3200,37000,9200,3626,999,0,3500,28875
CE-260411-0196,2026-04-11,20:34,토,쿠팡이츠,2,B001,음료,사이다,2,4500,9000,1800,37000,9200,3626,999,0,3500,28875
BM-260411-0211,2026-04-11,14:23,토,배민,2,S002,식사,한우육개장,1,22000,22000,8200,22000,8200,1496,594,1100,3500,15310
CE-260411-0197,2026-04-11,21:25,토,쿠팡이츠,2,S012,식사,전복죽,1,18500,18500,6800,27000,8600,2646,729,0,3500,20125
CE-260411-0197,2026-04-11,21:25,토,쿠팡이츠,2,A007,주류,막걸리 (병),1,8500,8500,1800,27000,8600,2646,729,0,3500,20125
BM-260411-0212,2026-04-11,19:05,토,배민,3,S007,식사,보쌈 (소),1,33000,33000,11000,42500,13400,2890,1148,2125,3500,32837
BM-260411-0212,2026-04-11,19:05,토,배민,3,D006,사이드,계란말이,1,9500,9500,2400,42500,13400,2890,1148,2125,3500,32837
CE-260411-0198,2026-04-11,13:32,토,쿠팡이츠,2,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,64500,18100,6321,1742,0,3500,52937
CE-260411-0198,2026-04-11,13:32,토,쿠팡이츠,2,D003,사이드,감자전,1,14500,14500,3200,64500,18100,6321,1742,0,3500,52937
CE-260411-0198,2026-04-11,13:32,토,쿠팡이츠,2,B003,음료,수정과,2,5500,11000,2400,64500,18100,6321,1742,0,3500,52937
BM-260411-0213,2026-04-11,13:03,토,배민,1,S005,식사,간장게장 정식,1,33000,33000,14000,42500,16400,2890,1148,2125,3500,32837
BM-260411-0213,2026-04-11,13:03,토,배민,1,D006,사이드,계란말이,1,9500,9500,2400,42500,16400,2890,1148,2125,3500,32837
BM-260411-0214,2026-04-11,13:34,토,배민,1,S012,식사,전복죽,1,18500,18500,6800,36000,11300,2448,972,1800,3500,27280
BM-260411-0214,2026-04-11,13:34,토,배민,1,D004,사이드,해물파전,1,17500,17500,4500,36000,11300,2448,972,1800,3500,27280
BM-260411-0215,2026-04-11,19:11,토,배민,4,S005,식사,간장게장 정식,1,33000,33000,14000,47500,17200,3230,1282,2375,3500,37113
BM-260411-0215,2026-04-11,19:11,토,배민,4,D003,사이드,감자전,1,14500,14500,3200,47500,17200,3230,1282,2375,3500,37113
BM-260411-0216,2026-04-11,22:30,토,배민,2,S009,식사,한우 육회비빔밥,1,23000,23000,10500,23000,10500,1564,621,1150,3500,16165
BM-260411-0217,2026-04-11,18:51,토,배민,2,S007,식사,보쌈 (소),1,33000,33000,11000,42500,13400,2890,1148,2125,3500,32837
BM-260411-0217,2026-04-11,18:51,토,배민,2,D006,사이드,계란말이,1,9500,9500,2400,42500,13400,2890,1148,2125,3500,32837
CE-260411-0199,2026-04-11,19:19,토,쿠팡이츠,1,S009,식사,한우 육회비빔밥,1,23000,23000,10500,34500,13300,3381,932,0,3500,26687
CE-260411-0199,2026-04-11,19:19,토,쿠팡이츠,1,D007,사이드,도토리묵,1,11500,11500,2800,34500,13300,3381,932,0,3500,26687
CE-260411-0200,2026-04-11,19:18,토,쿠팡이츠,1,S009,식사,한우 육회비빔밥,1,23000,23000,10500,37000,13500,3626,999,0,3500,28875
CE-260411-0200,2026-04-11,19:18,토,쿠팡이츠,1,B004,음료,식혜,1,5500,5500,1200,37000,13500,3626,999,0,3500,28875
CE-260411-0200,2026-04-11,19:18,토,쿠팡이츠,1,A007,주류,막걸리 (병),1,8500,8500,1800,37000,13500,3626,999,0,3500,28875
CE-260411-0201,2026-04-11,11:44,토,쿠팡이츠,1,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,53500,15700,5243,1444,0,3500,43313
CE-260411-0201,2026-04-11,11:44,토,쿠팡이츠,1,D003,사이드,감자전,1,14500,14500,3200,53500,15700,5243,1444,0,3500,43313
BM-260411-0218,2026-04-11,19:43,토,배민,3,S004,식사,묵은지등갈비찜 (대),1,59000,59000,21000,59000,21000,4012,1593,2950,3500,46945
BM-260411-0219,2026-04-11,18:38,토,배민,4,S004,식사,묵은지등갈비찜 (대),1,59000,59000,21000,77000,24600,5236,2079,3850,3500,62335
BM-260411-0219,2026-04-11,18:38,토,배민,4,B002,음료,콜라,4,4500,18000,3600,77000,24600,5236,2079,3850,3500,62335
CE-260411-0202,2026-04-11,19:17,토,쿠팡이츠,2,S003,식사,묵은지등갈비찜 (소),1,39000,39000,12500,50500,15300,4949,1364,0,3500,40687
CE-260411-0202,2026-04-11,19:17,토,쿠팡이츠,2,D007,사이드,도토리묵,1,11500,11500,2800,50500,15300,4949,1364,0,3500,40687
BM-260411-0220,2026-04-11,20:02,토,배민,4,S009,식사,한우 육회비빔밥,1,23000,23000,10500,36500,14700,2482,986,1825,3500,27707
