주문번호,주문일,주문시간,요일,인원수,SKU,카테고리,메뉴명,수량,단가,합계,원가합계,결제수단
P-260407-0647,2026-04-07,19:29,화,5,A003,주류,테라,1,6000,6000,1500,카드
P-260407-0647,2026-04-07,19:29,화,5,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260407-0647,2026-04-07,19:29,화,5,B004,음료,식혜,1,5000,5000,1200,카드
P-260407-0648,2026-04-07,19:57,화,8,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260407-0648,2026-04-07,19:57,화,8,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260407-0648,2026-04-07,19:57,화,8,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260407-0648,2026-04-07,19:57,화,8,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260407-0648,2026-04-07,19:57,화,8,A003,주류,테라,4,6000,24000,6000,카드
P-260407-0648,2026-04-07,19:57,화,8,A002,주류,처음처럼,1,5000,5000,1200,카드
P-260407-0648,2026-04-07,19:57,화,8,B002,음료,콜라,2,4000,8000,1800,카드
P-260407-0649,2026-04-07,23:28,화,2,S003,식사,묵은지등갈비찜 (소),1,38000,38000,12500,카드
P-260407-0649,2026-04-07,23:28,화,2,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260407-0649,2026-04-07,23:28,화,2,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260407-0649,2026-04-07,23:28,화,2,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260407-0650,2026-04-07,19:27,화,8,S005,식사,간장게장 정식,1,32000,32000,14000,간편결제
P-260407-0650,2026-04-07,19:27,화,8,S008,식사,보쌈 (대),1,52000,52000,19500,간편결제
P-260407-0650,2026-04-07,19:27,화,8,D007,사이드,도토리묵,1,11000,11000,2800,간편결제
P-260407-0650,2026-04-07,19:27,화,8,A001,주류,참이슬 후레쉬,1,5000,5000,1200,간편결제
P-260407-0650,2026-04-07,19:27,화,8,A002,주류,처음처럼,1,5000,5000,1200,간편결제
P-260407-0650,2026-04-07,19:27,화,8,A003,주류,테라,4,6000,24000,6000,간편결제
P-260407-0650,2026-04-07,19:27,화,8,B004,음료,식혜,2,5000,10000,2400,간편결제
P-260407-0650,2026-04-07,19:27,화,8,E004,디저트,수제 한과 모듬,1,9000,9000,2400,간편결제
P-260407-0651,2026-04-07,19:07,화,6,S004,식사,묵은지등갈비찜 (대),1,58000,58000,21000,간편결제
P-260407-0651,2026-04-07,19:07,화,6,S001,식사,갈비탕,1,19000,19000,7800,간편결제
P-260407-0651,2026-04-07,19:07,화,6,D002,사이드,수육 (소),1,26000,26000,8500,간편결제
P-260407-0651,2026-04-07,19:07,화,6,D004,사이드,해물파전,1,17000,17000,4500,간편결제
P-260407-0651,2026-04-07,19:07,화,6,A002,주류,처음처럼,1,5000,5000,1200,간편결제
P-260407-0651,2026-04-07,19:07,화,6,A003,주류,테라,1,6000,6000,1500,간편결제
P-260407-0651,2026-04-07,19:07,화,6,A005,주류,한라산,2,14000,28000,9000,간편결제
P-260407-0651,2026-04-07,19:07,화,6,B003,음료,수정과,2,5000,10000,2400,간편결제
P-260407-0651,2026-04-07,19:07,화,6,E001,디저트,흑임자 아이스크림,1,7000,7000,1800,간편결제
P-260407-0652,2026-04-07,22:59,화,4,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260407-0652,2026-04-07,22:59,화,4,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260407-0652,2026-04-07,22:59,화,4,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260407-0652,2026-04-07,22:59,화,4,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260407-0652,2026-04-07,22:59,화,4,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260407-0652,2026-04-07,22:59,화,4,A003,주류,테라,2,6000,12000,3000,카드
P-260407-0652,2026-04-07,22:59,화,4,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260407-0652,2026-04-07,22:59,화,4,B004,음료,식혜,2,5000,10000,2400,카드
P-260407-0653,2026-04-07,12:31,화,2,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260407-0653,2026-04-07,12:31,화,2,M003,코스,"런치 한상 (1인, 평일점심)",1,19000,19000,9800,카드
P-260407-0654,2026-04-07,20:07,화,3,S002,식사,한우육개장,1,21000,21000,8200,간편결제
P-260407-0654,2026-04-07,20:07,화,3,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,간편결제
P-260407-0654,2026-04-07,20:07,화,3,D004,사이드,해물파전,1,17000,17000,4500,간편결제
P-260407-0654,2026-04-07,20:07,화,3,A005,주류,한라산,1,14000,14000,4500,간편결제
P-260407-0654,2026-04-07,20:07,화,3,E003,디저트,쌍화차,1,7000,7000,1800,간편결제
P-260407-0655,2026-04-07,18:23,화,4,S008,식사,보쌈 (대),1,52000,52000,19500,간편결제
P-260407-0655,2026-04-07,18:23,화,4,D002,사이드,수육 (소),1,26000,26000,8500,간편결제
P-260407-0655,2026-04-07,18:23,화,4,A007,주류,막걸리 (병),2,8000,16000,3600,간편결제
P-260407-0655,2026-04-07,18:23,화,4,A001,주류,참이슬 후레쉬,2,5000,10000,2400,간편결제
P-260407-0656,2026-04-07,19:45,화,2,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260407-0656,2026-04-07,19:45,화,2,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260407-0656,2026-04-07,19:45,화,2,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260407-0656,2026-04-07,19:45,화,2,A004,주류,카스,2,6000,12000,3000,카드
P-260407-0656,2026-04-07,19:45,화,2,B003,음료,수정과,1,5000,5000,1200,카드
P-260407-0657,2026-04-07,21:28,화,4,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260407-0657,2026-04-07,21:28,화,4,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260407-0657,2026-04-07,21:28,화,4,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260407-0657,2026-04-07,21:28,화,4,A001,주류,참이슬 후레쉬,3,5000,15000,3600,카드
P-260407-0657,2026-04-07,21:28,화,4,E002,디저트,약과 3종,1,6000,6000,1500,카드
P-260407-0658,2026-04-07,19:28,화,2,M001,코스,청기와 한정식 (1인),2,39000,78000,33000,카드
P-260407-0658,2026-04-07,19:28,화,2,A003,주류,테라,1,6000,6000,1500,카드
P-260407-0659,2026-04-07,18:07,화,2,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260407-0659,2026-04-07,18:07,화,2,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260407-0659,2026-04-07,18:07,화,2,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260407-0659,2026-04-07,18:07,화,2,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260407-0659,2026-04-07,18:07,화,2,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260407-0659,2026-04-07,18:07,화,2,A002,주류,처음처럼,2,5000,10000,2400,카드
P-260407-0659,2026-04-07,18:07,화,2,B004,음료,식혜,1,5000,5000,1200,카드
P-260407-0660,2026-04-07,18:37,화,2,S003,식사,묵은지등갈비찜 (소),1,38000,38000,12500,카드
P-260407-0660,2026-04-07,18:37,화,2,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260407-0660,2026-04-07,18:37,화,2,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260407-0660,2026-04-07,18:37,화,2,D003,사이드,감자전,1,14000,14000,3200,카드
P-260407-0660,2026-04-07,18:37,화,2,A007,주류,막걸리 (병),1,8000,8000,1800,카드
P-260407-0660,2026-04-07,18:37,화,2,B004,음료,식혜,1,5000,5000,1200,카드
P-260407-0661,2026-04-07,17:37,화,2,S001,식사,갈비탕,1,19000,19000,7800,현금
P-260407-0661,2026-04-07,17:37,화,2,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,현금
P-260407-0661,2026-04-07,17:37,화,2,D006,사이드,계란말이,1,9000,9000,2400,현금
P-260407-0661,2026-04-07,17:37,화,2,D007,사이드,도토리묵,1,11000,11000,2800,현금
P-260407-0661,2026-04-07,17:37,화,2,A001,주류,참이슬 후레쉬,2,5000,10000,2400,현금
P-260407-0661,2026-04-07,17:37,화,2,B001,음료,사이다,2,4000,8000,1800,현금
P-260407-0662,2026-04-07,20:04,화,3,S003,식사,묵은지등갈비찜 (소),1,38000,38000,12500,카드
P-260407-0662,2026-04-07,20:04,화,3,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260407-0662,2026-04-07,20:04,화,3,A005,주류,한라산,2,14000,28000,9000,카드
P-260407-0662,2026-04-07,20:04,화,3,E003,디저트,쌍화차,1,7000,7000,1800,카드
P-260407-0663,2026-04-07,19:38,화,2,M001,코스,청기와 한정식 (1인),2,39000,78000,33000,카드
P-260407-0663,2026-04-07,19:38,화,2,E004,디저트,수제 한과 모듬,1,9000,9000,2400,카드
P-260407-0664,2026-04-07,13:21,화,2,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,카드
P-260407-0664,2026-04-07,13:21,화,2,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260407-0664,2026-04-07,13:21,화,2,B002,음료,콜라,2,4000,8000,1800,카드
P-260407-0665,2026-04-07,13:55,화,5,S009,식사,한우 육회비빔밥,3,22000,66000,31500,카드
P-260407-0665,2026-04-07,13:55,화,5,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,카드
P-260407-0665,2026-04-07,13:55,화,5,M003,코스,"런치 한상 (1인, 평일점심)",1,19000,19000,9800,카드
P-260407-0666,2026-04-07,14:07,화,3,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,카드
P-260407-0666,2026-04-07,14:07,화,3,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260407-0666,2026-04-07,14:07,화,3,S010,식사,들기름 막국수,1,13000,13000,4200,카드
P-260407-0666,2026-04-07,14:07,화,3,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260407-0667,2026-04-07,13:40,화,3,S005,식사,간장게장 정식,1,32000,32000,14000,간편결제
P-260407-0667,2026-04-07,13:40,화,3,M003,코스,"런치 한상 (1인, 평일점심)",1,19000,19000,9800,간편결제
P-260407-0667,2026-04-07,13:40,화,3,S009,식사,한우 육회비빔밥,1,22000,22000,10500,간편결제
P-260407-0667,2026-04-07,13:40,화,3,D007,사이드,도토리묵,1,11000,11000,2800,간편결제
P-260407-0667,2026-04-07,13:40,화,3,B004,음료,식혜,2,5000,10000,2400,간편결제
P-260407-0668,2026-04-07,12:55,화,4,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260407-0668,2026-04-07,12:55,화,4,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260407-0668,2026-04-07,12:55,화,4,M003,코스,"런치 한상 (1인, 평일점심)",1,19000,19000,9800,카드
P-260407-0668,2026-04-07,12:55,화,4,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260407-0668,2026-04-07,12:55,화,4,D003,사이드,감자전,1,14000,14000,3200,카드
P-260407-0669,2026-04-07,19:12,화,3,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260407-0669,2026-04-07,19:12,화,3,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260407-0669,2026-04-07,19:12,화,3,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260407-0669,2026-04-07,19:12,화,3,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260407-0669,2026-04-07,19:12,화,3,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
P-260407-0669,2026-04-07,19:12,화,3,B002,음료,콜라,1,4000,4000,900,카드
P-260407-0670,2026-04-07,14:59,화,10,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260407-0670,2026-04-07,14:59,화,10,S005,식사,간장게장 정식,2,32000,64000,28000,카드
P-260407-0670,2026-04-07,14:59,화,10,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260407-0670,2026-04-07,14:59,화,10,M003,코스,"런치 한상 (1인, 평일점심)",3,19000,57000,29400,카드
P-260407-0670,2026-04-07,14:59,화,10,S002,식사,한우육개장,2,21000,42000,16400,카드
P-260407-0670,2026-04-07,14:59,화,10,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,카드
P-260407-0670,2026-04-07,14:59,화,10,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260407-0671,2026-04-07,22:13,화,2,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260407-0671,2026-04-07,22:13,화,2,S003,식사,묵은지등갈비찜 (소),1,38000,38000,12500,카드
P-260407-0671,2026-04-07,22:13,화,2,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260407-0671,2026-04-07,22:13,화,2,A003,주류,테라,1,6000,6000,1500,카드
P-260407-0672,2026-04-07,13:14,화,3,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260407-0672,2026-04-07,13:14,화,3,S010,식사,들기름 막국수,1,13000,13000,4200,카드
P-260407-0672,2026-04-07,13:14,화,3,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260407-0672,2026-04-07,13:14,화,3,B004,음료,식혜,2,5000,10000,2400,카드
P-260407-0673,2026-04-07,21:16,화,2,S007,식사,보쌈 (소),1,32000,32000,11000,카드
P-260407-0673,2026-04-07,21:16,화,2,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260407-0673,2026-04-07,21:16,화,2,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260407-0673,2026-04-07,21:16,화,2,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260407-0673,2026-04-07,21:16,화,2,A003,주류,테라,1,6000,6000,1500,카드
P-260407-0673,2026-04-07,21:16,화,2,E001,디저트,흑임자 아이스크림,1,7000,7000,1800,카드
P-260407-0674,2026-04-07,20:17,화,5,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260407-0674,2026-04-07,20:17,화,5,D003,사이드,감자전,1,14000,14000,3200,카드
P-260407-0674,2026-04-07,20:17,화,5,A004,주류,카스,1,6000,6000,1500,카드
P-260407-0674,2026-04-07,20:17,화,5,A005,주류,한라산,2,14000,28000,9000,카드
P-260407-0674,2026-04-07,20:17,화,5,B001,음료,사이다,2,4000,8000,1800,카드
P-260407-0675,2026-04-07,19:45,화,5,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260407-0675,2026-04-07,19:45,화,5,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260407-0675,2026-04-07,19:45,화,5,D003,사이드,감자전,1,14000,14000,3200,카드
P-260407-0675,2026-04-07,19:45,화,5,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260407-0675,2026-04-07,19:45,화,5,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260407-0675,2026-04-07,19:45,화,5,A002,주류,처음처럼,2,5000,10000,2400,카드
P-260407-0675,2026-04-07,19:45,화,5,A006,주류,복분자주 (병),2,22000,44000,13600,카드
P-260407-0676,2026-04-07,19:42,화,4,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260407-0676,2026-04-07,19:42,화,4,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260407-0676,2026-04-07,19:42,화,4,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260407-0676,2026-04-07,19:42,화,4,A007,주류,막걸리 (병),2,8000,16000,3600,카드
P-260407-0676,2026-04-07,19:42,화,4,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
P-260407-0677,2026-04-07,20:26,화,3,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260407-0677,2026-04-07,20:26,화,3,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260407-0677,2026-04-07,20:26,화,3,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260407-0677,2026-04-07,20:26,화,3,B003,음료,수정과,1,5000,5000,1200,카드
P-260407-0678,2026-04-07,20:36,화,6,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260407-0678,2026-04-07,20:36,화,6,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260407-0678,2026-04-07,20:36,화,6,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260407-0678,2026-04-07,20:36,화,6,A002,주류,처음처럼,2,5000,10000,2400,카드
P-260407-0678,2026-04-07,20:36,화,6,A003,주류,테라,2,6000,12000,3000,카드
P-260407-0678,2026-04-07,20:36,화,6,A004,주류,카스,1,6000,6000,1500,카드
P-260407-0679,2026-04-07,14:08,화,3,S010,식사,들기름 막국수,1,13000,13000,4200,카드
P-260407-0679,2026-04-07,14:08,화,3,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260407-0679,2026-04-07,14:08,화,3,M003,코스,"런치 한상 (1인, 평일점심)",1,19000,19000,9800,카드
P-260407-0680,2026-04-07,19:45,화,4,S008,식사,보쌈 (대),1,52000,52000,19500,카드
P-260407-0680,2026-04-07,19:45,화,4,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260407-0680,2026-04-07,19:45,화,4,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260407-0680,2026-04-07,19:45,화,4,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260407-0680,2026-04-07,19:45,화,4,A007,주류,막걸리 (병),2,8000,16000,3600,카드
P-260407-0680,2026-04-07,19:45,화,4,A006,주류,복분자주 (병),1,22000,22000,6800,카드
P-260407-0681,2026-04-07,22:49,화,2,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260407-0681,2026-04-07,22:49,화,2,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260407-0681,2026-04-07,22:49,화,2,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260407-0681,2026-04-07,22:49,화,2,A004,주류,카스,2,6000,12000,3000,카드
P-260407-0682,2026-04-07,12:37,화,5,S002,식사,한우육개장,2,21000,42000,16400,간편결제
P-260407-0682,2026-04-07,12:37,화,5,S009,식사,한우 육회비빔밥,1,22000,22000,10500,간편결제
P-260407-0682,2026-04-07,12:37,화,5,S010,식사,들기름 막국수,2,13000,26000,8400,간편결제
P-260407-0682,2026-04-07,12:37,화,5,D004,사이드,해물파전,1,17000,17000,4500,간편결제
P-260407-0682,2026-04-07,12:37,화,5,B003,음료,수정과,2,5000,10000,2400,간편결제
P-260407-0683,2026-04-07,14:26,화,2,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260407-0683,2026-04-07,14:26,화,2,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260407-0684,2026-04-07,12:08,화,2,M003,코스,"런치 한상 (1인, 평일점심)",2,19000,38000,19600,카드
P-260407-0685,2026-04-07,19:57,화,5,S008,식사,보쌈 (대),1,52000,52000,19500,카드
P-260407-0685,2026-04-07,19:57,화,5,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260407-0685,2026-04-07,19:57,화,5,A004,주류,카스,2,6000,12000,3000,카드
P-260407-0685,2026-04-07,19:57,화,5,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
P-260407-0685,2026-04-07,19:57,화,5,E002,디저트,약과 3종,1,6000,6000,1500,카드
P-260407-0686,2026-04-07,22:01,화,8,S004,식사,묵은지등갈비찜 (대),1,58000,58000,21000,카드
P-260407-0686,2026-04-07,22:01,화,8,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260407-0686,2026-04-07,22:01,화,8,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260407-0686,2026-04-07,22:01,화,8,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260407-0686,2026-04-07,22:01,화,8,A002,주류,처음처럼,2,5000,10000,2400,카드
P-260407-0686,2026-04-07,22:01,화,8,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260407-0686,2026-04-07,22:01,화,8,A003,주류,테라,2,6000,12000,3000,카드
P-260407-0686,2026-04-07,22:01,화,8,A005,주류,한라산,1,14000,14000,4500,카드
P-260407-0686,2026-04-07,22:01,화,8,B003,음료,수정과,2,5000,10000,2400,카드
P-260407-0687,2026-04-07,20:11,화,8,S004,식사,묵은지등갈비찜 (대),1,58000,58000,21000,카드
P-260407-0687,2026-04-07,20:11,화,8,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260407-0687,2026-04-07,20:11,화,8,D003,사이드,감자전,1,14000,14000,3200,카드
P-260407-0687,2026-04-07,20:11,화,8,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260407-0687,2026-04-07,20:11,화,8,A005,주류,한라산,1,14000,14000,4500,카드
P-260407-0687,2026-04-07,20:11,화,8,A002,주류,처음처럼,1,5000,5000,1200,카드
P-260407-0687,2026-04-07,20:11,화,8,A001,주류,참이슬 후레쉬,2,5000,10000,2400,카드
P-260407-0687,2026-04-07,20:11,화,8,A003,주류,테라,2,6000,12000,3000,카드
P-260407-0687,2026-04-07,20:11,화,8,E002,디저트,약과 3종,1,6000,6000,1500,카드
P-260407-0688,2026-04-07,20:28,화,2,S009,식사,한우 육회비빔밥,1,22000,22000,10500,현금
P-260407-0688,2026-04-07,20:28,화,2,D004,사이드,해물파전,1,17000,17000,4500,현금
P-260407-0688,2026-04-07,20:28,화,2,A004,주류,카스,2,6000,12000,3000,현금
P-260407-0689,2026-04-07,22:18,화,3,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260407-0689,2026-04-07,22:18,화,3,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260407-0689,2026-04-07,22:18,화,3,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260407-0689,2026-04-07,22:18,화,3,A005,주류,한라산,2,14000,28000,9000,카드
P-260407-0689,2026-04-07,22:18,화,3,B002,음료,콜라,1,4000,4000,900,카드
P-260407-0690,2026-04-07,13:24,화,4,S001,식사,갈비탕,1,19000,19000,7800,간편결제
P-260407-0690,2026-04-07,13:24,화,4,S010,식사,들기름 막국수,1,13000,13000,4200,간편결제
P-260407-0690,2026-04-07,13:24,화,4,M003,코스,"런치 한상 (1인, 평일점심)",1,19000,19000,9800,간편결제
P-260407-0690,2026-04-07,13:24,화,4,S005,식사,간장게장 정식,1,32000,32000,14000,간편결제
P-260407-0690,2026-04-07,13:24,화,4,D004,사이드,해물파전,1,17000,17000,4500,간편결제
P-260407-0691,2026-04-07,20:59,화,2,S003,식사,묵은지등갈비찜 (소),1,38000,38000,12500,카드
P-260407-0691,2026-04-07,20:59,화,2,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260407-0691,2026-04-07,20:59,화,2,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260407-0691,2026-04-07,20:59,화,2,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260407-0691,2026-04-07,20:59,화,2,A005,주류,한라산,1,14000,14000,4500,카드
P-260407-0692,2026-04-07,13:09,화,4,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260407-0692,2026-04-07,13:09,화,4,M003,코스,"런치 한상 (1인, 평일점심)",2,19000,38000,19600,카드
P-260407-0692,2026-04-07,13:09,화,4,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260407-0692,2026-04-07,13:09,화,4,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260407-0693,2026-04-07,22:54,화,4,S005,식사,간장게장 정식,1,32000,32000,14000,카드
P-260407-0693,2026-04-07,22:54,화,4,S004,식사,묵은지등갈비찜 (대),1,58000,58000,21000,카드
P-260407-0693,2026-04-07,22:54,화,4,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260407-0693,2026-04-07,22:54,화,4,A003,주류,테라,2,6000,12000,3000,카드
P-260407-0693,2026-04-07,22:54,화,4,A001,주류,참이슬 후레쉬,1,5000,5000,1200,카드
P-260407-0694,2026-04-07,20:42,화,3,S002,식사,한우육개장,1,21000,21000,8200,카드
P-260407-0694,2026-04-07,20:42,화,3,D007,사이드,도토리묵,1,11000,11000,2800,카드
P-260407-0694,2026-04-07,20:42,화,3,D005,사이드,한우 떡갈비 (2장),1,24000,24000,9800,카드
P-260407-0694,2026-04-07,20:42,화,3,D003,사이드,감자전,1,14000,14000,3200,카드
P-260407-0694,2026-04-07,20:42,화,3,A003,주류,테라,1,6000,6000,1500,카드
P-260407-0694,2026-04-07,20:42,화,3,B002,음료,콜라,1,4000,4000,900,카드
P-260407-0695,2026-04-07,12:09,화,4,S001,식사,갈비탕,1,19000,19000,7800,카드
P-260407-0695,2026-04-07,12:09,화,4,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260407-0695,2026-04-07,12:09,화,4,S002,식사,한우육개장,2,21000,42000,16400,카드
P-260407-0696,2026-04-07,19:05,화,2,S003,식사,묵은지등갈비찜 (소),1,38000,38000,12500,카드
P-260407-0696,2026-04-07,19:05,화,2,D006,사이드,계란말이,1,9000,9000,2400,카드
P-260407-0696,2026-04-07,19:05,화,2,D001,사이드,한치회무침,1,22000,22000,7800,카드
P-260407-0696,2026-04-07,19:05,화,2,A005,주류,한라산,1,14000,14000,4500,카드
P-260407-0696,2026-04-07,19:05,화,2,E004,디저트,수제 한과 모듬,1,9000,9000,2400,카드
P-260407-0697,2026-04-07,14:38,화,5,M003,코스,"런치 한상 (1인, 평일점심)",1,19000,19000,9800,카드
P-260407-0697,2026-04-07,14:38,화,5,S009,식사,한우 육회비빔밥,2,22000,44000,21000,카드
P-260407-0697,2026-04-07,14:38,화,5,S010,식사,들기름 막국수,1,13000,13000,4200,카드
P-260407-0697,2026-04-07,14:38,화,5,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,카드
P-260407-0698,2026-04-07,12:20,화,5,S010,식사,들기름 막국수,1,13000,13000,4200,간편결제
P-260407-0698,2026-04-07,12:20,화,5,S005,식사,간장게장 정식,1,32000,32000,14000,간편결제
P-260407-0698,2026-04-07,12:20,화,5,S009,식사,한우 육회비빔밥,1,22000,22000,10500,간편결제
P-260407-0698,2026-04-07,12:20,화,5,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,간편결제
P-260407-0698,2026-04-07,12:20,화,5,S001,식사,갈비탕,1,19000,19000,7800,간편결제
P-260407-0699,2026-04-07,11:44,화,6,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,간편결제
P-260407-0699,2026-04-07,11:44,화,6,S009,식사,한우 육회비빔밥,2,22000,44000,21000,간편결제
P-260407-0699,2026-04-07,11:44,화,6,S002,식사,한우육개장,1,21000,21000,8200,간편결제
P-260407-0699,2026-04-07,11:44,화,6,S001,식사,갈비탕,2,19000,38000,15600,간편결제
P-260407-0699,2026-04-07,11:44,화,6,D007,사이드,도토리묵,1,11000,11000,2800,간편결제
P-260407-0699,2026-04-07,11:44,화,6,B005,음료,오미자차,2,6000,12000,3000,간편결제
P-260408-0700,2026-04-08,13:13,수,5,M001,코스,청기와 한정식 (1인),1,39000,39000,16500,간편결제
P-260408-0700,2026-04-08,13:13,수,5,M003,코스,"런치 한상 (1인, 평일점심)",3,19000,57000,29400,간편결제
P-260408-0700,2026-04-08,13:13,수,5,S002,식사,한우육개장,1,21000,21000,8200,간편결제
P-260408-0700,2026-04-08,13:13,수,5,D003,사이드,감자전,1,14000,14000,3200,간편결제
P-260408-0701,2026-04-08,20:34,수,2,S009,식사,한우 육회비빔밥,1,22000,22000,10500,카드
P-260408-0701,2026-04-08,20:34,수,2,S007,식사,보쌈 (소),1,32000,32000,11000,카드
P-260408-0701,2026-04-08,20:34,수,2,D004,사이드,해물파전,1,17000,17000,4500,카드
P-260408-0701,2026-04-08,20:34,수,2,D002,사이드,수육 (소),1,26000,26000,8500,카드
P-260408-0701,2026-04-08,20:34,수,2,D003,사이드,감자전,1,14000,14000,3200,카드
P-260408-0701,2026-04-08,20:34,수,2,A002,주류,처음처럼,2,5000,10000,2400,카드
