date,client_name,industry,platform,campaign_type,campaign_name,impressions,clicks,spend_krw,conversions,revenue_krw,CTR,CPC_krw,CPM_krw,CVR,CPA_krw,ROAS
2026-03-03,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1266,59,188183,1,687539,4.66,3190,148644,1.69,188183,365
2026-03-04,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,972,48,184025,1,578773,4.94,3834,189326,2.08,184025,315
2026-03-05,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1258,60,225879,1,919472,4.77,3765,179554,1.67,225879,407
2026-03-06,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1786,71,241445,2,846937,3.98,3401,135187,2.82,120722,351
2026-03-07,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1689,81,258079,2,917646,4.8,3186,152800,2.47,129039,356
2026-03-08,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1312,54,215604,1,1086104,4.12,3993,164332,1.85,215604,504
2026-03-09,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1123,53,243055,1,760368,4.72,4586,216434,1.89,243055,313
2026-03-10,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1698,102,340362,5,2108086,6.01,3337,200449,4.9,68072,619
2026-03-11,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1154,88,274745,4,1845023,7.63,3122,238080,4.55,68686,672
2026-03-12,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1693,129,392999,5,2327857,7.62,3047,232132,3.88,78600,592
2026-03-13,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1158,90,300672,4,1971017,7.77,3341,259647,4.44,75168,656
2026-03-14,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1089,95,356722,4,2700107,8.72,3755,327569,4.21,89181,757
2026-03-15,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,934,40,159388,0,458245,4.28,3985,170651,0.0,,288
2026-03-16,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,994,42,180363,1,668945,4.23,4294,181452,2.38,180363,371
2026-03-17,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1131,43,158594,1,589662,3.8,3688,140224,2.33,158594,372
2026-03-18,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1632,87,266101,3,932848,5.33,3059,163052,3.45,88700,351
2026-03-19,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1160,49,221175,1,1060027,4.22,4514,190668,2.04,221175,479
2026-03-20,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1478,71,235190,2,1155573,4.8,3313,159127,2.82,117595,491
2026-03-21,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1135,55,187803,1,720061,4.85,3415,165465,1.82,187803,383
2026-03-22,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1220,56,200393,2,704543,4.59,3578,164256,3.57,100196,352
2026-03-23,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1390,73,276688,2,1332759,5.25,3790,199056,2.74,138344,482
2026-03-24,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1528,63,268528,2,968013,4.12,4262,175738,3.17,134264,360
2026-03-25,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,895,45,199901,1,761915,5.03,4442,223353,2.22,199901,381
2026-03-26,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1385,69,275050,2,969338,4.98,3986,198592,2.9,137525,352
2026-03-27,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,816,44,199997,1,827093,5.39,4545,245095,2.27,199997,414
2026-03-28,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1296,63,205015,2,980840,4.86,3254,158190,3.17,102507,478
2026-03-29,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1075,52,214513,1,1084100,4.84,4125,199547,1.92,214513,505
2026-03-30,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1567,85,276459,3,1017488,5.42,3252,176426,3.53,92153,368
2026-03-31,어반핏,패션/의류,Naver SA,SA,[어반핏] 봄아우터_프로모션,1246,53,237585,1,1144867,4.25,4483,190678,1.89,237585,482
2026-03-01,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,885,45,180515,1,626839,5.08,4011,203972,2.22,180515,347
2026-03-02,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,745,38,161711,1,521157,5.1,4256,217062,2.63,161711,322
2026-03-03,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,1477,61,183959,2,705888,4.13,3016,124549,3.28,91980,384
2026-03-04,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,954,40,150052,1,596334,4.19,3751,157287,2.5,150052,397
2026-03-05,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,883,40,156168,1,597185,4.53,3904,176861,2.5,156168,382
2026-03-06,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,1031,52,179518,1,534094,5.04,3452,174120,1.92,179518,298
2026-03-07,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,1015,50,145180,1,466841,4.93,2904,143034,2.0,145180,322
2026-03-08,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,763,42,168135,1,503603,5.5,4003,220360,2.38,168135,300
2026-03-09,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,882,47,203953,1,711818,5.33,4339,231239,2.13,203953,349
2026-03-10,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,1138,69,222606,2,1237153,6.06,3226,195612,2.9,111303,556
2026-03-11,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,1007,70,232202,3,1301760,6.95,3317,230588,4.29,77401,561
2026-03-12,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,818,64,263927,3,1477644,7.82,4124,322650,4.69,87976,560
2026-03-13,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,1224,108,315166,5,1828142,8.82,2918,257489,4.63,63033,580
2026-03-14,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,1073,88,323985,5,1631961,8.2,3682,301943,5.68,64797,504
2026-03-15,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,1015,39,135697,1,432658,3.84,3479,133692,2.56,135697,319
2026-03-16,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,1075,38,143472,1,383023,3.53,3776,133463,2.63,143472,267
2026-03-17,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,1079,47,167603,1,620861,4.36,3566,155332,2.13,167603,370
2026-03-18,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,1239,53,204701,1,763754,4.28,3862,165215,1.89,204701,373
2026-03-19,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,802,41,151819,1,567548,5.11,3703,189300,2.44,151819,374
2026-03-20,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,742,40,156780,1,665161,5.39,3919,211294,2.5,156780,424
2026-03-21,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,1036,49,147963,1,572698,4.73,3020,142822,2.04,147963,387
2026-03-22,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,851,41,166117,1,596854,4.82,4052,195202,2.44,166117,359
2026-03-23,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,760,41,165875,1,685078,5.39,4046,218256,2.44,165875,413
2026-03-24,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,829,36,149813,1,549992,4.34,4161,180715,2.78,149813,367
2026-03-25,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,846,40,160921,1,497821,4.73,4023,190214,2.5,160921,309
2026-03-26,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,944,47,148522,1,556350,4.98,3160,157333,2.13,148522,375
2026-03-27,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,1320,54,198958,2,661274,4.09,3684,150726,3.7,99479,332
2026-03-28,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,1091,51,180385,1,724507,4.67,3537,165339,1.96,180385,402
2026-03-29,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,844,42,156406,1,695543,4.98,3724,185315,2.38,156406,445
2026-03-30,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,916,46,142763,1,642677,5.02,3104,155855,2.17,142763,450
2026-03-31,어반핏,패션/의류,Naver SA,SA,[어반핏] 앱설치_캠페인,997,45,185829,1,550523,4.51,4130,186389,2.22,185829,296
2026-03-01,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,90085,252,149321,4,497403,0.28,593,1658,1.59,37330,333
2026-03-02,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,87822,211,160319,3,506612,0.24,760,1825,1.42,53440,316
2026-03-03,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,127208,318,181109,4,517244,0.25,570,1424,1.26,45277,286
2026-03-04,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,71474,193,127742,2,317375,0.27,662,1787,1.04,63871,248
2026-03-05,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,100313,269,166475,4,555638,0.27,619,1660,1.49,41619,334
2026-03-06,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,98828,281,161374,4,610080,0.28,574,1633,1.42,40344,378
2026-03-07,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,69521,209,153442,3,416829,0.3,734,2207,1.44,51147,272
2026-03-08,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,95345,269,169659,5,503236,0.28,631,1779,1.86,33932,297
2026-03-09,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,70298,198,138500,3,441539,0.28,699,1970,1.52,46167,319
2026-03-10,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,66963,259,184294,6,575601,0.39,712,2752,2.32,30716,312
2026-03-11,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,74337,258,184274,6,949200,0.35,714,2479,2.33,30712,515
2026-03-12,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,111512,445,292546,10,1500765,0.4,657,2623,2.25,29255,513
2026-03-13,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,83363,349,209279,9,968520,0.42,600,2510,2.58,23253,463
2026-03-14,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,108021,438,277127,12,1387989,0.41,633,2565,2.74,23094,501
2026-03-15,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,103239,211,150598,2,374912,0.2,714,1459,0.95,75299,249
2026-03-16,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,66115,177,129235,2,377119,0.27,730,1955,1.13,64618,292
2026-03-17,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,71806,191,137171,2,342343,0.27,718,1910,1.05,68585,250
2026-03-18,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,91551,275,181049,4,521231,0.3,658,1978,1.45,45262,288
2026-03-19,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,99288,281,177211,3,619668,0.28,631,1785,1.07,59070,350
2026-03-20,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,86289,231,182060,4,518641,0.27,788,2110,1.73,45515,285
2026-03-21,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,55741,162,132092,2,437695,0.29,815,2370,1.23,66046,331
2026-03-22,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,70824,220,155399,3,548313,0.31,706,2194,1.36,51800,353
2026-03-23,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,99719,272,150517,4,418471,0.27,553,1509,1.47,37629,278
2026-03-24,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,77296,198,159453,2,411320,0.26,805,2063,1.01,79727,258
2026-03-25,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,75940,239,181111,3,441892,0.31,758,2385,1.26,60370,244
2026-03-26,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,93315,237,161453,4,576695,0.25,681,1730,1.69,40363,357
2026-03-27,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,86787,217,164117,3,609764,0.25,756,1891,1.38,54706,372
2026-03-28,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,105158,262,191066,4,598990,0.25,729,1817,1.53,47767,313
2026-03-29,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,107826,257,176477,4,617541,0.24,687,1637,1.56,44119,350
2026-03-30,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,107136,297,168712,3,545434,0.28,568,1575,1.01,56237,323
2026-03-31,어반핏,패션/의류,Kakao,DA,[어반핏] SS시즌_신상품,95631,274,172920,4,661835,0.29,631,1808,1.46,43230,383
2026-03-01,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,72126,179,122902,2,417014,0.25,687,1704,1.12,61451,339
2026-03-02,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,66952,166,112140,2,416140,0.25,676,1675,1.2,56070,371
2026-03-03,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,75574,192,133132,3,382013,0.25,693,1762,1.56,44377,287
2026-03-04,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,81420,200,143209,2,529010,0.25,716,1759,1.0,71604,369
2026-03-05,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,68504,162,123848,2,470963,0.24,764,1808,1.23,61924,380
2026-03-06,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,66504,173,111519,2,408607,0.26,645,1677,1.16,55760,366
2026-03-07,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,54627,154,137299,2,434983,0.28,892,2513,1.3,68649,317
2026-03-08,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,62849,185,157050,3,714823,0.29,849,2499,1.62,52350,455
2026-03-09,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,79896,199,153610,4,683908,0.25,772,1923,2.01,38403,445
2026-03-10,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,60393,232,178862,6,840873,0.38,771,2962,2.59,29810,470
2026-03-11,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,57542,250,174159,6,1082487,0.43,697,3027,2.4,29026,622
2026-03-12,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,53537,236,200008,7,1315142,0.44,847,3736,2.97,28573,658
2026-03-13,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,77358,344,218801,9,1263335,0.44,636,2828,2.62,24311,577
2026-03-14,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,48277,237,205708,6,1031413,0.49,868,4261,2.53,34285,501
2026-03-15,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,67385,152,133497,2,478636,0.23,878,1981,1.32,66749,359
2026-03-16,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,68587,159,120003,2,384369,0.23,755,1750,1.26,60002,320
2026-03-17,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,82955,188,140905,3,460798,0.23,749,1699,1.6,46968,327
2026-03-18,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,66746,203,155203,3,495799,0.3,765,2325,1.48,51734,319
2026-03-19,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,72107,228,148419,4,542531,0.32,651,2058,1.75,37105,366
2026-03-20,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,65699,187,144492,3,445637,0.28,773,2199,1.6,48164,308
2026-03-21,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,102778,254,164767,5,688604,0.25,649,1603,1.97,32953,418
2026-03-22,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,57589,169,132605,2,565340,0.29,785,2303,1.18,66303,426
2026-03-23,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,60733,177,160942,2,487648,0.29,909,2650,1.13,80471,303
2026-03-24,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,55769,151,119801,2,373783,0.27,793,2148,1.32,59901,312
2026-03-25,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,72052,206,149473,4,496305,0.29,726,2075,1.94,37368,332
2026-03-26,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,67074,215,164067,3,479779,0.32,763,2446,1.4,54689,292
2026-03-27,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,43757,119,111936,1,369535,0.27,941,2558,0.84,111936,330
2026-03-28,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,68051,165,132065,3,563942,0.24,800,1941,1.82,44022,427
2026-03-29,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,46988,146,131509,2,532885,0.31,901,2799,1.37,65754,405
2026-03-30,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,68109,184,133461,3,502216,0.27,725,1960,1.63,44487,376
2026-03-31,어반핏,패션/의류,Kakao,DA,[어반핏] 화이트데이_커플룩,75252,191,148412,3,662073,0.25,777,1972,1.57,49471,446
2026-03-01,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,62153,190,100260,2,224150,0.31,528,1613,1.05,50130,224
2026-03-02,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,52174,148,73139,2,193779,0.28,494,1402,1.35,36570,265
2026-03-03,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,74274,206,105564,2,282474,0.28,512,1421,0.97,52782,268
2026-03-04,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,59214,154,98458,1,270649,0.26,639,1663,0.65,98458,275
2026-03-05,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,58949,150,90096,1,259390,0.25,601,1528,0.67,90096,288
2026-03-06,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,53062,130,91010,1,237901,0.24,700,1715,0.77,91010,261
2026-03-07,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,50959,155,89888,2,271126,0.3,580,1764,1.29,44944,302
2026-03-08,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,43580,129,78528,1,252315,0.3,609,1802,0.78,78528,321
2026-03-09,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,49765,151,110874,2,251977,0.3,734,2228,1.32,55437,227
2026-03-10,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,75625,273,139611,5,643032,0.36,511,1846,1.83,27922,461
2026-03-11,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,39104,167,108114,3,338438,0.43,647,2765,1.8,36038,313
2026-03-12,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,46145,192,130634,4,555656,0.42,680,2831,2.08,32658,425
2026-03-13,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,53735,274,162547,7,670074,0.51,593,3025,2.55,23221,412
2026-03-14,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,34987,179,128580,4,649580,0.51,718,3675,2.23,32145,505
2026-03-15,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,49913,107,65114,1,198481,0.21,609,1305,0.93,65114,305
2026-03-16,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,61944,138,88725,1,217806,0.22,643,1432,0.72,88725,245
2026-03-17,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,76028,161,90069,1,259940,0.21,559,1185,0.62,90069,289
2026-03-18,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,56991,144,74850,2,177966,0.25,520,1313,1.39,37425,238
2026-03-19,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,50779,132,90921,2,259877,0.26,689,1791,1.52,45460,286
2026-03-20,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,55472,148,104028,1,246432,0.27,703,1875,0.68,104028,237
2026-03-21,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,73660,206,109029,3,356451,0.28,529,1480,1.46,36343,327
2026-03-22,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,47675,139,83165,1,267581,0.29,598,1744,0.72,83165,322
2026-03-23,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,44450,134,87146,1,209267,0.3,650,1961,0.75,87146,240
2026-03-24,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,52548,158,89140,2,260898,0.3,564,1696,1.27,44570,293
2026-03-25,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,47864,133,88436,1,301851,0.28,665,1848,0.75,88436,341
2026-03-26,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,37722,104,74763,1,265031,0.28,719,1982,0.96,74763,354
2026-03-27,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,63156,199,99699,3,352626,0.32,501,1579,1.51,33233,354
2026-03-28,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,40631,126,90368,1,229951,0.31,717,2224,0.79,90368,254
2026-03-29,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,44303,120,77975,1,252535,0.27,650,1760,0.83,77975,324
2026-03-30,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,62899,160,101611,2,320479,0.25,635,1615,1.25,50805,315
2026-03-31,어반핏,패션/의류,Kakao,DA,[어반핏] 봄아우터_프로모션,43800,129,81009,2,176373,0.29,628,1850,1.55,40504,218
2026-03-01,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,43563,114,55542,1,127969,0.26,487,1275,0.88,55542,230
2026-03-02,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,53119,124,58067,1,161794,0.23,468,1093,0.81,58067,279
2026-03-03,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,39708,110,75076,1,157134,0.28,683,1891,0.91,75076,209
2026-03-04,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,54941,153,75631,2,201886,0.28,494,1377,1.31,37816,267
2026-03-05,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,41546,117,78563,1,199652,0.28,671,1891,0.85,78563,254
2026-03-06,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,42371,127,77743,1,193552,0.3,612,1835,0.79,77743,249
2026-03-07,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,47636,120,76874,1,156331,0.25,641,1614,0.83,76874,203
2026-03-08,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,52642,140,77401,1,258488,0.27,553,1470,0.71,77401,334
2026-03-09,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,39741,111,63118,1,181150,0.28,569,1588,0.9,63118,287
2026-03-10,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,41831,136,78930,2,239797,0.33,580,1887,1.47,39465,304
2026-03-11,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,36661,153,103141,2,308891,0.42,674,2813,1.31,51571,299
2026-03-12,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,49857,206,107499,4,361589,0.41,522,2156,1.94,26875,336
2026-03-13,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,36798,173,117742,3,563668,0.47,681,3200,1.73,39247,479
2026-03-14,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,48306,231,137623,6,633401,0.48,596,2849,2.6,22937,460
2026-03-15,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,33713,87,57711,1,136104,0.26,663,1712,1.15,57711,236
2026-03-16,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,26466,69,47459,0,113414,0.26,688,1793,0.0,,239
2026-03-17,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,50601,127,69532,1,171390,0.25,547,1374,0.79,69532,246
2026-03-18,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,60090,170,82465,2,177252,0.28,485,1372,1.18,41233,215
2026-03-19,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,36591,107,68553,1,143514,0.29,641,1873,0.93,68553,209
2026-03-20,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,44188,131,66449,2,192545,0.3,507,1504,1.53,33224,290
2026-03-21,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,46710,136,65755,2,146654,0.29,483,1408,1.47,32877,223
2026-03-22,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,33703,97,61124,1,129928,0.29,630,1814,1.03,61124,213
2026-03-23,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,46667,132,70808,2,187715,0.28,536,1517,1.52,35404,265
2026-03-24,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,72926,177,83497,2,175195,0.24,472,1145,1.13,41748,210
2026-03-25,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,30606,90,59036,1,174875,0.29,656,1929,1.11,59036,296
2026-03-26,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,56163,161,80108,2,167438,0.29,498,1426,1.24,40054,209
2026-03-27,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,34944,97,59688,1,125481,0.28,615,1708,1.03,59688,210
2026-03-28,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,60205,152,75288,1,185055,0.25,495,1251,0.66,75288,246
2026-03-29,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,54292,137,77863,1,245440,0.25,568,1434,0.73,77863,315
2026-03-30,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,33100,101,58705,1,183986,0.31,581,1774,0.99,58705,313
2026-03-31,어반핏,패션/의류,Kakao,DA,[어반핏] 앱설치_캠페인,32448,104,67621,1,167764,0.32,650,2084,0.96,67621,248
2026-03-01,프레시밀,F&B/밀키트,Meta,DA,[프레시밀] 봄시즌_신메뉴,22495,419,268115,15,1518591,1.86,640,11919,3.58,17874,566
